"pid","modalities","modalities2","x"
"37774678",NULL,"{transcriptomics,epigenomics}","{epigenomics,transcriptomics}"
"37804197","{Preoperative,demographic/clinical,variables}","{Text}","{demographic/clinical,Preoperative,Text,variables}"
"37809738","{CT,angiography}","{CT,angiography}","{angiography,CT}"
"37812784","{Continuous,glucose,monitoring,Physical,activity,data}","{Continuous,glucose,monitoring,Physical,activity,data}","{activity,Continuous,data,glucose,monitoring,Physical}"
"37820417","{MR,images}","{images}","{images,MR}"
"37823606","{DXA}","{Image,Text}","{DXA,Image,Text}"
"37828064","{Neuroimaging}","{fMRI}","{fMRI,Neuroimaging}"
"37839909",NULL,"{Text,Multimedia}","{Multimedia,Text}"
"37847731","{video,face}","{Video,Image}","{face,Image,video,Video}"
"37856226","{intravenous,systemic,therapy,laboratory,tests}","{Patient-Reported,Symptoms,Laboratory,Values}","{intravenous,laboratory,Laboratory,Patient-Reported,Symptoms,systemic,tests,therapy,Values}"
"37856414",NULL,"{Text,Image}","{Image,Text}"
"37858907","{MRI,EEG,Behavioral}","{Questionnaire,Survey,Data}","{Behavioral,Data,EEG,MRI,Questionnaire,Survey}"
"37872467","{Echocardiographic}","{echocardiography}","{Echocardiographic,echocardiography}"
"37889992","{myocardial,perfusion,coronary,calcium}","{Modality:,Imaging}","{calcium,coronary,Imaging,Modality:,myocardial,perfusion}"
"37890487","{proteome,metabolome,cytokines}","{Cytokines,Proteome,Metabolome}","{cytokines,Cytokines,metabolome,Metabolome,proteome,Proteome}"
"37897548","{Clinical,Imaging,Neuropathology}","{Imaging,Neuropathology}","{Clinical,Imaging,Neuropathology}"
"37898711","{Ultrasound}","{ultrasound,echocardiogram}","{echocardiogram,ultrasound,Ultrasound}"
"37903504","{Pathologic,Response,Assessment}","{text,image}","{Assessment,image,Pathologic,Response,text}"
"37956346","{Image,Measurement}","{image,text}","{image,Image,Measurement,text}"
"37963517","{EEG}","{EEG}","{EEG}"
"37964440","{medical,claims,PAP,usage,data}",NULL,"{claims,data,medical,PAP,usage}"
"37972608","{Medical,records,Surveys}","{modality1:,text,data,modality2:,image,data}","{data,image,Medical,modality1:,modality2:,records,Surveys,text}"
"37979921","{Imaging,mass,cytometry}","{histopathology,immunofluorescence}","{cytometry,histopathology,Imaging,immunofluorescence,mass}"
"38014004","{MRI}","{T1-weighted,MRI}","{MRI,T1-weighted}"
"38014537",NULL,"{ECG:,true,Echo:,true}","{ECG:,Echo:,true}"
"38019168","{Demographic,Clinical}","{Modality:,demographics,Modality:,clinical,indicators}","{clinical,Clinical,Demographic,demographics,indicators,Modality:}"
"38021248",NULL,"{Video,teletherapy,Digital,messaging}","{Digital,messaging,teletherapy,Video}"
"38030063","{Nasal,epithelial,cells,Whole-transcriptome,sequencing}","{genomic,and,clinical}","{and,cells,clinical,epithelial,genomic,Nasal,sequencing,Whole-transcriptome}"
"38040769","{task,resting-state}","{neural,signatures,cognition,depression}","{cognition,depression,neural,resting-state,signatures,task}"
"38051671","{Electronic,Health,Record,Clinical,Data}","{Text,Image}","{Clinical,Data,Electronic,Health,Image,Record,Text}"
"38066031","{Clinical,Multimodal}","{Image,Text}","{Clinical,Image,Multimodal,Text}"
"38075554","{Electronic,Health,Records}","{Electronic,Health,Records}","{Electronic,Health,Records}"
"38103765","{ECG,Medical,imaging}","{Medical,Imaging,Clinical,Data}","{Clinical,Data,ECG,imaging,Imaging,Medical}"
"38108259","{Computed,Tomography,Angiography,Nuclear,Medicine}","{Image,Text}","{Angiography,Computed,Image,Medicine,Nuclear,Text,Tomography}"
"38114526","{Imaging,Pathology}","{Ultrasound,Texture,analysis}","{analysis,Imaging,Pathology,Texture,Ultrasound}"
"38123557","{Mass,Spectrometry}","{Modality1:,0.7,Modality2:,0.3}","{0.3,0.7,Mass,Modality1:,Modality2:,Spectrometry}"
"38149177","{Sleep-EVAL,system}","{Sleep,and,medical,data}","{and,data,medical,Sleep,Sleep-EVAL,system}"
"38161988","{Electronic,Medical,Records}","{text,numeric}","{Electronic,Medical,numeric,Records,text}"
"38185409","{Positron,Emission,Tomography,(PET),Rubidium-82}","{Myocardial,Blood,Flow,(MBF),Rubidium-82,PET}","{Blood,Emission,Flow,(MBF),Myocardial,(PET),PET,Positron,Rubidium-82,Tomography}"
"38193866","{Pathology,data}","{histological,tumour,type,lymphovascular,invasion,tumour,grade}","{data,grade,histological,invasion,lymphovascular,Pathology,tumour,type}"
"38195644","{CT}","{CT}","{CT}"
"38199138","{accelerometry}","{Acceleration,Gait,speed}","{Acceleration,accelerometry,Gait,speed}"
"38212349",NULL,"{Text,Image}","{Image,Text}"
"38212387","{Non-biological,and,non-genetic,information}","{non-genetic,non-biological}","{and,information,non-biological,Non-biological,non-genetic}"
"38226736","{Clinical}","{Text}","{Clinical,Text}"
"38234807","{Whole-Genome,Sequencing}",NULL,"{Sequencing,Whole-Genome}"
"38234857",NULL,"{Image,Text}","{Image,Text}"
"38245498","{Eye,Movement}","{Eye,Movement}","{Eye,Movement}"
"38260634","{Cardiac,CT,MRI}","{CT,MRI}","{Cardiac,CT,MRI}"
"38265444","{Pre-hospital,Emergency,department}","{Pre-hospital,data,Emergency,department,data}","{data,department,Emergency,Pre-hospital}"
"38266105","{Medical}","{""""}","{"""",Medical}"
"38273986","{Central,Nervous,System,Electronic,Health,Records}",NULL,"{Central,Electronic,Health,Nervous,Records,System}"
"38302323","{Digital,Path}","{Modality:,Audio,Modality:,Video}","{Audio,Digital,Modality:,Path,Video}"
"38316811","{Pre-operative,demographic/clinical,variables}","{demographic/clinical,variables}","{demographic/clinical,Pre-operative,variables}"
"38316895","{HM,head,circumference,demographic,health,dietary,and,home,environment,data}","{human,milk,(HM),data,maternal,and,infant,demographic,health,dietary,and,home,environment,data}","{and,circumference,data,demographic,dietary,environment,head,health,(HM),HM,home,human,infant,maternal,milk}"
"38320143","{Medical,Imaging,Genomics}","{Tags:,Computed,Tomography,Modality:,Images,Tags:,Modality:,Audio,Tags:,Modality:,Text}","{Audio,Computed,Genomics,Images,Imaging,Medical,Modality:,Tags:,Text,Tomography}"
"38321027","{CT}","{CT,scan,segmentations}","{CT,scan,segmentations}"
"38324597",NULL,"{X-Ray,MRI,CT,Scan,""null"",X-Ray,MRI,ECG,EEG,Speech,Text,Video,Audio,""null"",""null"",""null"",""null"",""null""}","{Audio,CT,ECG,EEG,MRI,""null"",Scan,Speech,Text,Video,X-Ray}"
"38326559",NULL,"{Imaging,Psychiatry}","{Imaging,Psychiatry}"
"38330168","{PSG,PG,MJM-based,technology}","{PSG/PG}","{MJM-based,PG,PSG,PSG/PG,technology}"
"38332374","{brain,structural,neuroimaging}",NULL,"{brain,neuroimaging,structural}"
"38340117","{PPG}","{photoplethysmography,electrocardiography}","{electrocardiography,photoplethysmography,PPG}"
"38343230","{CT,Imaging,Pathology-Supported,Diagnostic,Labels}","{Imaging,Pathology}","{CT,Diagnostic,Imaging,Labels,Pathology,Pathology-Supported}"
"38352035","{""""}","{text,image}","{"""",image,text}"
"38355486","{Medical,Codes}","{Text,""null""}","{Codes,Medical,""null"",Text}"
"38370787","{Electronic,Health,Records,Medical,Claims,Data}","{Modality:,Electronic,Health,Records,Modality:,Medical,Images,""null""}","{Claims,Data,Electronic,Health,Images,Medical,Modality:,""null"",Records}"
"38382816",NULL,"{""""}","{""""}"
"38387816","{Vascular,Quality,Initiative,database}","{type:,""null"",type:,text}","{database,Initiative,""null"",Quality,text,type:,Vascular}"
"38400281","{accelerometer}","{Accelerometer,""null""}","{accelerometer,Accelerometer,""null""}"
"38402362","{EHR,Lab,data}","{text,image}","{data,EHR,image,Lab,text}"
"38418018","{Imaging,Surgical}","{Acetabular,cup,Femoral,head,Femoral,stem}","{Acetabular,cup,Femoral,head,Imaging,stem,Surgical}"
"38423450","{Clinical}","{Text}","{Clinical,Text}"
"38424096","{X-rays,Medical,Imaging}","{X-rays}","{Imaging,Medical,X-rays}"
"38441539","{Multimodal}","{Modality:,Cognitive,phenotypes,Modality:,Familial,and,neighborhood,socioeconomic,status,(SES),Modality:,Supportive,environment}","{and,Cognitive,environment,Familial,Modality:,Multimodal,neighborhood,phenotypes,(SES),socioeconomic,status,Supportive}"
"38444851","{Immunology}","{text,image}","{image,Immunology,text}"
"38446766",NULL,NULL,"{}"
"38469689",NULL,"{Medical,Images,Clinical,Data}","{Clinical,Data,Images,Medical}"
"38456877","{Computed,Tomography,Single-photon,emission,computed,tomography}","{text:,survey,image:,CT,scan}","{computed,Computed,CT,emission,image:,scan,Single-photon,survey,text:,tomography,Tomography}"
"38467853","{MRI,Clinical}","{MRI,clinical,data}","{clinical,Clinical,data,MRI}"
"38480766","{Ultrasonography,Vowel,articulation}","{Ultrasound,Audio}","{articulation,Audio,Ultrasonography,Ultrasound,Vowel}"
"38531844","{Imaging,Genomics}","{""""}","{"""",Genomics,Imaging}"
"38505008","{CT,scans}","{CT,scans}","{CT,scans}"
"38505491",NULL,NULL,"{}"
"38532015","{Cell}","{Image,Text}","{Cell,Image,Text}"
"38538559","{Biopsy,Plasma}",NULL,"{Biopsy,Plasma}"
"38539074",NULL,"{Age,Health,Instability,Functional,and,Cognitive,Status}","{Age,and,Cognitive,Functional,Health,Instability,Status}"
"38544181","{Video,Audio}","{video,audio,physiological,data}","{audio,Audio,data,physiological,video,Video}"
"38547927","{Endoscopy,videos}","{Video,Text}","{Endoscopy,Text,Video,videos}"
"38552452","{Chest,X-Ray,images}","{X-Ray}","{Chest,images,X-Ray}"
"38557148","{Colorimetric,information,Imaging}","{Imaging,application,Colorimetric,information}","{application,Colorimetric,Imaging,information}"
"38563856","{Intracranial,metastases}","{modality:,image,modality:,text}","{image,Intracranial,metastases,modality:,text}"
"38573752","{text}","{text}","{text}"
"38585855","{Audio}","{sound}","{Audio,sound}"
"38598191","{CT,scans,Electronic,Health,Records}","{Multislice,abdominal,CT,scans}","{abdominal,CT,Electronic,Health,Multislice,Records,scans}"
"38604185","{Computed,tomography,Monte,Carlo,simulations}","{CT,scans}","{Carlo,Computed,CT,Monte,scans,simulations,tomography}"
"38604736","{MR}","{size:,count:,1,type:,count:,""null""}","{1,count:,MR,""null"",size:,type:}"
"38605059",NULL,"{X-ray}","{X-ray}"
"38607809",NULL,"{""""}","{""""}"
"38617584","{Saliva,Blood}","{microbiome,salivary,cytokines,systemic,cytokines}","{Blood,cytokines,microbiome,Saliva,salivary,systemic}"
"38626440","{Demographic,data,Clinical,data}","{Text}","{Clinical,data,Demographic,Text}"
"38630732",NULL,"{muscle,mass,measurement}","{mass,measurement,muscle}"
"38643691","{brain,magnetic,resonance,imaging}","{MRI}","{brain,imaging,magnetic,MRI,resonance}"
"38671083",NULL,NULL,"{}"
"38678144","{Ultrasound,Angiography}","{name:,MR,name:,CT}","{Angiography,CT,MR,name:,Ultrasound}"
"38679324","{brain,imaging}","{Text,Image}","{brain,Image,imaging,Text}"
"38699950","{Medical,images}","{Images}","{images,Images,Medical}"
"38724761","{Tree-based,Clinical}","{XgBoost}","{Clinical,Tree-based,XgBoost}"
"38772191","{CT}","{image,text}","{CT,image,text}"
"38774366","{breath-by-breath}","{breath-by-breath,data}","{breath-by-breath,data}"
"38790952","{Metabolic,Transcriptomic}","{None,of,the,above}","{above,Metabolic,None,of,the,Transcriptomic}"
"38777894","{""""}","{Surgical,Data}","{"""",Data,Surgical}"
"38784688","{MRI,Clinical}","{MRI,clinical_features}","{Clinical,clinical_features,MRI}"
"38786284","{Photoplethysmographic,Orthogonal,voltage,gradient}","{Photoplethysmographic,Orthogonal,Voltage,Gradient}","{gradient,Gradient,Orthogonal,Photoplethysmographic,voltage,Voltage}"
"38807993","{Text}","{text}","{text,Text}"
"38838843","{Text}","{""""}","{"""",Text}"
"38854972","{Text}","{happiness,depressive,symptoms}","{depressive,happiness,symptoms,Text}"
"38861067","{CT}","{CT,high-frequency,kernel}","{CT,high-frequency,kernel}"
"38866253","{symptoms}","{symptoms,ratings}","{ratings,symptoms}"
"38866367","{Fundus,images}","{Fundus,images}","{Fundus,images}"
"38886757","{single-cell,RNA-seq}","{single-cell,RNA-sequencing}","{RNA-seq,RNA-sequencing,single-cell}"
"38900978","{Hematoxylin,and,eosin-,stained,histopathology,images,Ki-67-stained,histopathology,images}","{Images,Ki-67-stained,histopathology,images}","{and,eosin-,Hematoxylin,histopathology,images,Images,Ki-67-stained,stained}"
"38902526","{Blood-based,biomarkers,Clinical,Biomarker,Data}","{blood,test,clinical,data}","{Biomarker,biomarkers,blood,Blood-based,clinical,Clinical,data,Data,test}"
"38930089",NULL,"{text}","{text}"
"38946948","{RNA}","{text:,""null"",image:,""null""}","{image:,""null"",RNA,text:}"
"38960508","{Cardiovascular}","{text}","{Cardiovascular,text}"
"39001410","{T2-weighted,diffusion-weighted,imaging/apparent,diffusion,coefficient,T1-weighted,contrast-enhanced}","{multi-parametric,MRI}","{coefficient,contrast-enhanced,diffusion,diffusion-weighted,imaging/apparent,MRI,multi-parametric,T1-weighted,T2-weighted}"
"39002043","{Text}","{Electronic,Health,Records}","{Electronic,Health,Records,Text}"
"39013848","{Magnetic,Resonance,Brain,Imaging}",NULL,"{Brain,Imaging,Magnetic,Resonance}"
"31981624",NULL,NULL,"{}"
"34694234","{Clinical}",NULL,"{Clinical}"
"31926806","{""null"",""null"",""null"",""null"",""null""}",NULL,"{""null""}"
"38783089","{cervical,extension,traction,(CET)}",NULL,"{cervical,(CET),extension,traction}"
"37829182","{Medical,Imaging,Electronic,Health,Records}",NULL,"{Electronic,Health,Imaging,Medical,Records}"
"36280681","{Ultrasound,Clinical}",NULL,"{Clinical,Ultrasound}"
"31919503",NULL,NULL,"{}"
