"pid","combined_modalities"
"38539425","{""[\""Imaging\""]"",""[{\""Name\"": \""Image\""}, {\""Name\"": \""Text\""}, {\""Name\"": \""Video\""}]""}"
"38552566","{""[\""Image\""]"",""[\""Static oocyte images\""]""}"
"38564508","{""{\""sagittal_plane_gait_patterns\"": null}"",""[\""Video\""]""}"
"38568987","{""[\""administrative data\""]"",""[\""health administrative data\""]""}"
"38589545","{""[\""text\""]"",""[\""Text\""]""}"
"38589815","{""Auditory\""]"",""[\""EEG"",""vocal and musical\""]""}"
"38637239","{""[\""MRI\""]""}"
"38638495","{""[\""2D-3D"",""[\""2D-3D Convolutional Neural Networks"",""Video\""]"",""Videos\""]""}"
"38642296","{""[\""Ultrasound\""]"",""Ultrasound images""}"
"38642704","{""Model\"": \""Feedforward and Recurrent Neural Networks\""}]"",""[{\""Type\"": \""Machine Learning""}"
"38647339","{""[\""Blood-based biomarkers\""]"",""[\""serum concentrations of 9 biomarkers\""]""}"
"38651539","{""[\""Oral\""]"",""[\""Text\""]""}"
"38652720","{""Clinical data\""]"",""[{\""modality\"": \""Text\""}, {\""modality\"": \""Image\""}]"",""[\""Time series""}"
"38662370","{""cognitive difficulties"",""disabling fatigue\""]"",""sleep difficulties"",""[\""symptoms"",""[\""Text\""]""}"
"38668049","{""[\""Text\""]""}"
"38668064","{""[\""Electronic Health Records\""]"",""[\""text\""]""}"
"38671486","{""images\""]"",""[\""optical coherence tomography (OCT) videos and fovea-centered images\""]"",""[\""videos""}"
"38674204","{""Arterial pressure\""]"",""[\""Arterial Pressure Wave\""]"",""[\""Hemodynamic traces""}"
"38678567","{""[\""multi-omics\""]"",""omics\""]"",""[\""plasma""}"
"38697028","{""dosiomic\""]"",""Last synthetic CT\""]"",""[\""Planning CT"",""[\""radiomic""}"
"38699676","{""Cognitive assessments\""]"",""[\""MRI"",""[\""Structural T1-weighted magnetic resonance imaging\""]""}"
"38704793","{""convolutional neural network models\""]"",""[\""micro-ultrasound"",""[\""Micro-ultrasound\""]""}"
"38706611","{""[\""ultrasound\""]"",""[\""Ultrasound\""]""}"
"38706783","{""[\""Clinical\""]"",""supervised analysis\""]"",""[\""unsupervised dimensionality reduction and clustering""}"
"38739557","{""[\""Electromyography\""]"",""[\""Myoelectric Prosthesis Control"",""User Experience\""]""}"
"38754135","{""[\""Medical Records\""]"",""[\""Text\""]""}"
"38760690","{""[\""Proteomic\""]"",""[\""Proteomics\""]""}"
"38762552","{""Clinical\""]"",""[\""Proprioception"",""[\""Robot"",""Visuomotor adaptation\""]""}"
"38763356","{""[\""MR\""]"",""[\""MRI\""]""}"
"38763972","{""[\""Hot Flush Rating Scale\""]"",""[\""Hot Flush Rating Scale (HFRS)\""]""}"
"38780375","{""ACC\""]"",""accelerometric\""]"",""[\""ECG""}"
"38786731","{""Clinical variables\""]"",""[\""Serum"",""[\""Serum metabolites\""]""}"
"38788286","{""[{\""value\"": \""text\""}, {\""value\"": \""image\""}]""}"
"38858500","{""[\""B-mode US images\""]""}"
"38875552","{""[\""Text\""]""}"
"38875561","{""[\""Text\""]""}"
"38875572","{""[\""Computed Tomography\""]"",""[{\""modality1\"": \""Computed Tomography (CT) Images"",""modality2\"": \""Radiation Oncology Consultation Notes\""}]""}"
"38875685","{""[\""Audio"",""[\""Audio\""]"",""Text\""]""}"
"38906883","{""[\""21 clinical and sociodemographic features\""]"",""[\""Clinical\""]""}"
"38918900","{""Clinical assessment\""]"",""[\""Image"",""[\""Images\""]""}"
"38926172","{""biplanar radiograph\""]"",""[\""radiographs\""]"",""[\""X-ray""}"
"38929614","{""{\""blood plasma concentrations\"": true}"",""[\""Blood samples\""]""}"
"38930112","{""[\""Clinical Features"",""[\""Plasma IL-7 levels\""]"",""Plasma IL-7 levels\""]""}"
"38937550","{""[\""Electronic Health Records (EHR)\""]"",""[\""structured EHR data\""]""}"
"38938360","{""[\""echocardiogram\""]"",""Scans\""]"",""[\""Tissue""}"
"38939385","{""[\""Claims data"",""[\""Claims data\""]"",""Hospitalization data\""]""}"
"38944904","{""Augmented Reality\""]"",""[\""Virtual Reality""}"
"38945043","{""[\""Computed Tomography\""]"",""[\""CT scan\""]""}"
"38960798","{""Ontario Institute for Cancer Research\""]"",""Princess Margaret Cancer Centre"",""[\""University Health Network""}"
"38962264","{""[\""Raman spectra\""]"",""[\""Spectroscopy\""]""}"
"38962394","{""[{\""Modality_Name\"": \""Speech\""}, {\""Modality_Name\"": \""Text\""}]"",""[\""Neurology"",""Parkinson's Disease\""]""}"
"38977181","{""Medical\""]"",""[\""Sociodemographic"",""[\""Text\""]""}"
"38980984","{""accelerometry\""]"",""Accelerometry\""]"",""[\""electrocardiography"",""[\""Electrocardiography"",respiratory,Respiratory}"
"38987512","{""[\""3D spinal ultrasonographs\""]"",""[\""Ultrasonography\""]""}"
"39001096","{""[\""Heart Rate Variability\""]"",""[\""RR interval (RRI)\""]""}"
