"pid","x","modalities","modalities2"
"38279813","[""Computed Tomography"", ""Clinical Data""], [""Computed Tomography scans""]","[""Computed Tomography"", ""Clinical Data""]","[""Computed Tomography scans""]"
"38282158","[""Ultrasound""], [""Ultrasound""]","[""Ultrasound""]","[""Ultrasound""]"
"38282906","[""Images"", ""Text""], [""Images"", ""Text Data""]","[""Images"", ""Text""]","[""Images"", ""Text Data""]"
"38285722","[], [""neural networks"", ""non-linear sparse neural networks""]","[]","[""neural networks"", ""non-linear sparse neural networks""]"
"38287324","[""RGB"", ""Thermal"", ""Depth""], [""RGB"", ""Thermal"", ""Depth""]","[""RGB"", ""Thermal"", ""Depth""]","[""RGB"", ""Thermal"", ""Depth""]"
"38289643","[""electronic medical records"", ""administrative data""], [""Notes""]","[""electronic medical records"", ""administrative data""]","[""Notes""]"
"38291362","[""Structural""], [""Structural information""]","[""Structural""]","[""Structural information""]"
"38292239","[""RNA expression array""], [""genomics"", ""machine learning""]","[""RNA expression array""]","[""genomics"", ""machine learning""]"
"38300671",NULL,NULL,"[{""value"": ""Virtual Reality""}]"
"38302323","[""Digital Path""], [{""Modality"": ""Audio""}, {""Modality"": ""Video""}]","[""Digital Path""]","[{""Modality"": ""Audio""}, {""Modality"": ""Video""}]"
"38303097",NULL,"[""Imaging"", ""Other""]",NULL
"38304411","[""Medical Imaging"", ""Clinical Data""], [{""Modality Type"": ""None""}]","[""Medical Imaging"", ""Clinical Data""]","[{""Modality Type"": ""None""}]"
"38306213","[""Fecal microbial composition"", ""Gene expression profiles""], [""Jejunum intestinal barrier""]","[""Fecal microbial composition"", ""Gene expression profiles""]","[""Jejunum intestinal barrier""]"
"38308231","[""Electronic Health Data"", ""Administrative Databases""], [""diagnosis codes"", ""prescription medication codes""]","[""Electronic Health Data"", ""Administrative Databases""]","[""diagnosis codes"", ""prescription medication codes""]"
"38310657","[""Medical Imaging"", ""Lab Tests"", ""Patient Reports""], []","[""Medical Imaging"", ""Lab Tests"", ""Patient Reports""]","[]"
"38314558","[""Intravascular Ultrasound""], [""intravascular ultrasound""]","[""Intravascular Ultrasound""]","[""intravascular ultrasound""]"
"38316811","[""Pre-operative demographic/clinical variables""], [""demographic/clinical variables""]","[""Pre-operative demographic/clinical variables""]","[""demographic/clinical variables""]"
"38316895","[""HM"", ""head circumference"", ""demographic, health, dietary and home environment data""], [""human milk (HM) data"", ""maternal and infant demographic, health, dietary and home environment data""]","[""HM"", ""head circumference"", ""demographic, health, dietary and home environment data""]","[""human milk (HM) data"", ""maternal and infant demographic, health, dietary and home environment data""]"
"38320143","[""Medical Imaging"", ""Genomics""], [{""Tags"": [""Computed Tomography""], ""Modality"": ""Images""}, {""Tags"": [], ""Modality"": ""Audio""}, {""Tags"": [], ""Modality"": ""Text""}]","[""Medical Imaging"", ""Genomics""]","[{""Tags"": [""Computed Tomography""], ""Modality"": ""Images""}, {""Tags"": [], ""Modality"": ""Audio""}, {""Tags"": [], ""Modality"": ""Text""}]"
"38321027","[""CT""], [""CT scan"", ""segmentations""]","[""CT""]","[""CT scan"", ""segmentations""]"
"38322813",NULL,NULL,"[""Text""]"
"38324597",NULL,NULL,"[[""X-Ray""], [""MRI"", ""CT Scan""], null, [""X-Ray"", ""MRI""], [""ECG"", ""EEG""], [""Speech"", ""Text""], [""Video"", ""Audio""], null, null, null, null, null]"
"38325929","[""MRI""], [""image"", ""text""]","[""MRI""]","[""image"", ""text""]"
"38326559",NULL,NULL,"[""Imaging"", ""Psychiatry""]"
"38330168","[""PSG"", ""PG"", ""MJM-based technology""], [""PSG/PG""]","[""PSG"", ""PG"", ""MJM-based technology""]","[""PSG/PG""]"
"38331204","[""Endoscopy"", ""Optical Diagnosis""], None","[""Endoscopy"", ""Optical Diagnosis""]","None"
"38331816","[""Electronic Health Record""], [""Text"", ""Graph""]","[""Electronic Health Record""]","[""Text"", ""Graph""]"
"38332374",NULL,"[""brain structural neuroimaging""]",NULL
"38332528",NULL,"[]",NULL
"38341999",NULL,"[""Clinical""]",NULL
"38340117","[""PPG""], [""photoplethysmography"", ""electrocardiography""]","[""PPG""]","[""photoplethysmography"", ""electrocardiography""]"
"38340881","[""diffusion magnetic resonance imaging""], [""Diffusion MRI""]","[""diffusion magnetic resonance imaging""]","[""Diffusion MRI""]"
"38342041","[""biopsy"", ""histology"", ""serum CA-125""], [""image data""]","[""biopsy"", ""histology"", ""serum CA-125""]","[""image data""]"
"38343230","[""CT Imaging"", ""Pathology-Supported Diagnostic Labels""], [""Imaging"", ""Pathology""]","[""CT Imaging"", ""Pathology-Supported Diagnostic Labels""]","[""Imaging"", ""Pathology""]"
"38349734","[""Affiliation""], [{""modality"": ""text""}, {""modality"": ""image""}, {""modality"": ""audio""}]","[""Affiliation""]","[{""modality"": ""text""}, {""modality"": ""image""}, {""modality"": ""audio""}]"
"38351686","[""Python's Scikit-Learn Library""], [""Text"", ""Python""]","[""Python's Scikit-Learn Library""]","[""Text"", ""Python""]"
"38352035","[], [""text"", ""image""]","[]","[""text"", ""image""]"
"38353022","[""Metagenomics"", ""Metabolomics""], [""Clinical"", ""Metabolomics""]","[""Metagenomics"", ""Metabolomics""]","[""Clinical"", ""Metabolomics""]"
"38355486","[""Medical Codes""], [""Text"", null]","[""Medical Codes""]","[""Text"", null]"
"38356654","[""health"", ""education"", ""social wellbeing"", ""empowerment"", ""livelihood""], [""audio"", ""video""]","[""health"", ""education"", ""social wellbeing"", ""empowerment"", ""livelihood""]","[""audio"", ""video""]"
"38361633","[""plasma""], [""Protein panel""]","[""plasma""]","[""Protein panel""]"
"38362943","[""computed tomography (CT)""], [""Computed Tomography (CT)""]","[""computed tomography (CT)""]","[""Computed Tomography (CT)""]"
"38364600","[""Computed Tomography""], [""non-contrast computed tomography""]","[""Computed Tomography""]","[""non-contrast computed tomography""]"
"38370787","[""Electronic Health Records"", ""Medical Claims Data""], [{""Modality"": [""Electronic Health Records""]}, {""Modality"": [""Medical Images""]}, null]","[""Electronic Health Records"", ""Medical Claims Data""]","[{""Modality"": [""Electronic Health Records""]}, {""Modality"": [""Medical Images""]}, null]"
"38370846",NULL,"[""Structural brain""]",NULL
"38371495","[""EEG""], [""EEG"", ""Multiple-subject modeling""]","[""EEG""]","[""EEG"", ""Multiple-subject modeling""]"
"38372303","[""Digital health tools"", ""Artificial intelligence""], [""digital health tools""]","[""Digital health tools"", ""Artificial intelligence""]","[""digital health tools""]"
"38372309",NULL,NULL,"[{""text"": ""The Centre for Addiction and Mental Health has implemented mechanisms to standardize routine data collection with the vision of a Learning Health System.""}, {""text"": ""To improve clinical decision-making and patient outcomes, a clinical dashboard was implemented to provide a real-time visualization of data from patient self-assessments and other physical and mental health indicators.""}]"
"38372317","[""Healthcare""], [""Text""]","[""Healthcare""]","[""Text""]"
"38373289","[""Computed Tomography (CT)""], [""CT"", ""MRI""]","[""Computed Tomography (CT)""]","[""CT"", ""MRI""]"
"38374450","[""omics""], [""Physiological Signals""]","[""omics""]","[""Physiological Signals""]"
"38374829",NULL,NULL,NULL
"38377795","[""Electronic health records"", ""Single-cell human genomes"", ""Chest radiology images""], [""Images"", ""Genomics""]","[""Electronic health records"", ""Single-cell human genomes"", ""Chest radiology images""]","[""Images"", ""Genomics""]"
"38388500",NULL,"[""Nil""]",NULL
"38382095","[""Breath samples""], [""volatile organic compounds"", ""LAS-spectra""]","[""Breath samples""]","[""volatile organic compounds"", ""LAS-spectra""]"
"38382816",NULL,NULL,"[]"
"38383177","[""Ultrasound"", ""Operative""], [""Text"", ""Ultrasound reports""]","[""Ultrasound"", ""Operative""]","[""Text"", ""Ultrasound reports""]"
"38384277","[""3D medical images""], [""Medical Images""]","[""3D medical images""]","[""Medical Images""]"
"38384497",NULL,NULL,NULL
"38387384","[""Respiratory Sounds""], [""audio""]","[""Respiratory Sounds""]","[""audio""]"
"38387816","[""Vascular Quality Initiative database""], [{""type"": null}, {""type"": ""text""}]","[""Vascular Quality Initiative database""]","[{""type"": null}, {""type"": ""text""}]"
"38388497",NULL,NULL,"[""Text"", ""Image""]"
"38390855",NULL,NULL,"[""Heart rate"", ""Glucose levels""]"
"38390963","[""RNA-seq""], [""gene_expression""]","[""RNA-seq""]","[""gene_expression""]"
"38391311","[""Radiation""], [""Imaging Data""]","[""Radiation""]","[""Imaging Data""]"
"38395016","[""Medical events"", ""Past medical events""], [""administrative data"", ""healthcare""]","[""Medical events"", ""Past medical events""]","[""administrative data"", ""healthcare""]"
"38397935","[""Stool Proteome""], [""Proteome profiles"", ""machine learning""]","[""Stool Proteome""]","[""Proteome profiles"", ""machine learning""]"
"38400281","[""accelerometer""], [""Accelerometer"", null]","[""accelerometer""]","[""Accelerometer"", null]"
"38402362","[""EHR"", ""Lab data""], [""text"", ""image""]","[""EHR"", ""Lab data""]","[""text"", ""image""]"
"38404286","[""Metabolites""], [""Metabolites""]","[""Metabolites""]","[""Metabolites""]"
"38405815","[""MRI""], [""MRI"", ""CT""]","[""MRI""]","[""MRI"", ""CT""]"
"38407537","[""Flow cytometry"", ""Digital data""], [""Digital data"", ""Hematologic malignancies""]","[""Flow cytometry"", ""Digital data""]","[""Digital data"", ""Hematologic malignancies""]"
"38412888","[""text""], [""Text""]","[""text""]","[""Text""]"
"38417411","[""hematological indicators"", ""intestinal flora abundance""], [""blood indicators"", ""intestinal flora""]","[""hematological indicators"", ""intestinal flora abundance""]","[""blood indicators"", ""intestinal flora""]"
"38417587","[""Text"", ""Image""], [{""Modality"": ""Images""}, {""Modality"": ""Audio""}]","[""Text"", ""Image""]","[{""Modality"": ""Images""}, {""Modality"": ""Audio""}]"
"38418018","[""Imaging"", ""Surgical""], [""Acetabular cup"", ""Femoral head"", ""Femoral stem""]","[""Imaging"", ""Surgical""]","[""Acetabular cup"", ""Femoral head"", ""Femoral stem""]"
"38418276",NULL,NULL,"[""text""]"
"38418825",NULL,NULL,NULL
"38418987","[""X-ray"", ""Computed Tomography (CT) scan""], [""X-ray and CT scan images""]","[""X-ray"", ""Computed Tomography (CT) scan""]","[""X-ray and CT scan images""]"
"38421670","[""OCTCases"", ""Multimodal imaging""], [""image"", ""text""]","[""OCTCases"", ""Multimodal imaging""]","[""image"", ""text""]"
"38421684","[""Text"", ""Image""], {""Text Data"": [""Aiforia Inc., Cambridge, Massachusetts.""], ""Image Data"": null}","[""Text"", ""Image""]","{""Text Data"": [""Aiforia Inc., Cambridge, Massachusetts.""], ""Image Data"": null}"
"38422727","[""Magnetic Resonance Imaging""], [""MRI""]","[""Magnetic Resonance Imaging""]","[""MRI""]"
"38423450","[""Clinical""], [""Text""]","[""Clinical""]","[""Text""]"
"38424096","[""X-rays"", ""Medical Imaging""], [""X-rays""]","[""X-rays"", ""Medical Imaging""]","[""X-rays""]"
"38428251","[""Medical Imaging""], {""3D aortic model"": true, ""2D eccentric stenosis model"": true, ""1D advection-diffusion problem"": true}","[""Medical Imaging""]","{""3D aortic model"": true, ""2D eccentric stenosis model"": true, ""1D advection-diffusion problem"": true}"
"38429418","[""Text""], []","[""Text""]","[]"
"38429796","[""Magnetic resonance imaging"", ""Multi-omic""], [""MRI"", ""multi-omic data""]","[""Magnetic resonance imaging"", ""Multi-omic""]","[""MRI"", ""multi-omic data""]"
"38430856","[""EEG""], [""EEG""]","[""EEG""]","[""EEG""]"
"38431422","[""Motion""], [""handwritten numeral recognition"", ""motion monitoring""]","[""Motion""]","[""handwritten numeral recognition"", ""motion monitoring""]"
"38432285","[""Radiation therapy"", ""Brain""], [""Radiation Medicine""]","[""Radiation therapy"", ""Brain""]","[""Radiation Medicine""]"
"38435711","[""MRI"", ""T2-weighted MRI"", ""Diffusion Weighted Imaging (DWI)"", ""Apparent Diffusion Coefficient (ADC)""], [""MRI"", ""localizer images""]","[""MRI"", ""T2-weighted MRI"", ""Diffusion Weighted Imaging (DWI)"", ""Apparent Diffusion Coefficient (ADC)""]","[""MRI"", ""localizer images""]"
"38436242","[], [""genomic""]","[]","[""genomic""]"
"38438281",NULL,NULL,"[""Text""]"
"38441539","[""Multimodal""], [{""Modality"": ""Cognitive phenotypes""}, {""Modality"": ""Familial and neighborhood socioeconomic status (SES)""}, {""Modality"": ""Supportive environment""}]","[""Multimodal""]","[{""Modality"": ""Cognitive phenotypes""}, {""Modality"": ""Familial and neighborhood socioeconomic status (SES)""}, {""Modality"": ""Supportive environment""}]"
"38442128","[""Auditory""], [""auditory"", ""visuo-spatial""]","[""Auditory""]","[""auditory"", ""visuo-spatial""]"
"38443276","[""RGB-D camera"", ""Optical Motion Capture""], [""RGB"", ""Depth""]","[""RGB-D camera"", ""Optical Motion Capture""]","[""RGB"", ""Depth""]"
"38444851","[""Immunology""], [""text"", ""image""]","[""Immunology""]","[""text"", ""image""]"
"38446445","[""ECG""], [""ECG"", ""Text""]","[""ECG""]","[""ECG"", ""Text""]"
"38446766",NULL,NULL,NULL
"38469689",NULL,NULL,"[""Medical Images"", ""Clinical Data""]"
"38450221","[""Physiology"", ""Neurology"", ""Radiology""], []","[""Physiology"", ""Neurology"", ""Radiology""]","[]"
"38453413","[""Radiology"", ""Electrical Engineering""], {""John Conklin"": [""Department of Radiology"", ""Harvard Medical School"", ""Massachusetts General Hospital""], ""Berkin Bilgic"": [""Harvard-MIT Health Sciences and Technology"", ""Massachusetts Institute of Technology""], ""Michael H Lev"": [""Department of Radiology"", ""Harvard Medical School"", ""Massachusetts General Hospital""], ""Otto Rapalino"": [""Department of Radiology"", ""Harvard Medical School"", ""Massachusetts General Hospital""], ""Susie Y Huang"": [""Department of Radiology"", ""Harvard Medical School"", ""Massachusetts General Hospital"", ""Harvard-MIT Health Sciences and Technology"", ""Massachusetts Institute of Technology""], ""Kawin Setsompop"": [""Departments of Radiology and Electrical Engineering""], ""Pamela W Schaefer"": [""Department of Radiology"", ""Harvard Medical School"", ""Massachusetts General Hospital""], ""Thorsten Feiweier"": [""Siemens Healthcare GmbH""]}","[""Radiology"", ""Electrical Engineering""]","{""John Conklin"": [""Department of Radiology"", ""Harvard Medical School"", ""Massachusetts General Hospital""], ""Berkin Bilgic"": [""Harvard-MIT Health Sciences and Technology"", ""Massachusetts Institute of Technology""], ""Michael H Lev"": [""Department of Radiology"", ""Harvard Medical School"", ""Massachusetts General Hospital""], ""Otto Rapalino"": [""Department of Radiology"", ""Harvard Medical School"", ""Massachusetts General Hospital""], ""Susie Y Huang"": [""Department of Radiology"", ""Harvard Medical School"", ""Massachusetts General Hospital"", ""Harvard-MIT Health Sciences and Technology"", ""Massachusetts Institute of Technology""], ""Kawin Setsompop"": [""Departments of Radiology and Electrical Engineering""], ""Pamela W Schaefer"": [""Department of Radiology"", ""Harvard Medical School"", ""Massachusetts General Hospital""], ""Thorsten Feiweier"": [""Siemens Healthcare GmbH""]}"
"38454423","[""Biomarkers"", ""Clinical Data""], [""blood biomarkers"", ""plasma biomarker concentrations""]","[""Biomarkers"", ""Clinical Data""]","[""blood biomarkers"", ""plasma biomarker concentrations""]"
"38456877","[""Computed Tomography"", ""Single-photon emission computed tomography""], {""text"": [""survey""], ""image"": [""CT scan""]}","[""Computed Tomography"", ""Single-photon emission computed tomography""]","{""text"": [""survey""], ""image"": [""CT scan""]}"
"38468224","[""Rich Text Format text"", ""plain text format""], [""Rich Text Format text conversion"", ""Syntax and Lexical analyses""]","[""Rich Text Format text"", ""plain text format""]","[""Rich Text Format text conversion"", ""Syntax and Lexical analyses""]"
"38459106","[""3D vector mapping""], [""3D vector mapping"", ""Shape analysis""]","[""3D vector mapping""]","[""3D vector mapping"", ""Shape analysis""]"
"38459338",NULL,NULL,NULL
"38467853","[""MRI"", ""Clinical""], [""MRI"", ""clinical data""]","[""MRI"", ""Clinical""]","[""MRI"", ""clinical data""]"
"38470880","[""Time series""], [""multi-channel nerve cuff recordings"", ""time series classification""]","[""Time series""]","[""multi-channel nerve cuff recordings"", ""time series classification""]"
"38479730",NULL,NULL,NULL
"38480766","[""Ultrasonography"", ""Vowel articulation""], [""Ultrasound"", ""Audio""]","[""Ultrasonography"", ""Vowel articulation""]","[""Ultrasound"", ""Audio""]"
"38483388",NULL,"[""Medical Imaging""]",NULL
"38484398","[""3D dose volumes"", ""Prostate anatomy""], [""medical images"", ""patient geometry""]","[""3D dose volumes"", ""Prostate anatomy""]","[""medical images"", ""patient geometry""]"
"38486013","[""Electroencephalography""], [""iEEG""]","[""Electroencephalography""]","[""iEEG""]"
"38486268",NULL,NULL,"text"
"38487766","[""Surface Electromyography (sEMG)""], [""surface electromyography""]","[""Surface Electromyography (sEMG)""]","[""surface electromyography""]"
"38531844","[""Imaging"", ""Genomics""], []","[""Imaging"", ""Genomics""]","[]"
"38492206","[""Pharmacokinetic profiles""], [""Pharmacokinetic Parameters"", ""World Health Organization (WHO) Growth Curve""]","[""Pharmacokinetic profiles""]","[""Pharmacokinetic Parameters"", ""World Health Organization (WHO) Growth Curve""]"
"38493562","[""Acoustic""], [""Mechanical properties of ear tissues""]","[""Acoustic""]","[""Mechanical properties of ear tissues""]"
"38494468","[""Medical Records"", ""Clinical""], [{""Modality"": ""text""}, {""Modality"": ""image""}, {""Modality"": ""speech""}]","[""Medical Records"", ""Clinical""]","[{""Modality"": ""text""}, {""Modality"": ""image""}, {""Modality"": ""speech""}]"
"38497716","[""MALDI-TOF""], [""Text"", ""Image""]","[""MALDI-TOF""]","[""Text"", ""Image""]"
"38502860","[""proteomics"", ""metabolomics""], [""Proteomics"", ""Metabolomics""]","[""proteomics"", ""metabolomics""]","[""Proteomics"", ""Metabolomics""]"
"38505008","[""CT scans""], [""CT scans""]","[""CT scans""]","[""CT scans""]"
"38505491",NULL,NULL,NULL
"38509230",NULL,"[""Sensorimotor"", ""Cognitive"", ""Global Functioning""]",NULL
"38510201","[""Electrical Engineering and Computer Science"", ""Computer Science"", ""Cardiovascular Medicine"", ""Molecular Medicine"", ""Surgical Oncology"", ""Medicine"", ""Epidemiology and Public Health""], [""Medical""]","[""Electrical Engineering and Computer Science"", ""Computer Science"", ""Cardiovascular Medicine"", ""Molecular Medicine"", ""Surgical Oncology"", ""Medicine"", ""Epidemiology and Public Health""]","[""Medical""]"
"38510280",NULL,NULL,"[""Mild Cognitive Impairment"", ""digital biomarkers""]"
"38511261","[""Three-dimensional kinematics"", ""Gas exchange""], [""three-dimensional kinematics""]","[""Three-dimensional kinematics"", ""Gas exchange""]","[""three-dimensional kinematics""]"
"38512423",NULL,NULL,"[""questionnaire""]"
"38519152",NULL,"[""health system"", ""demographic"", ""clinical""]",NULL
"38520921","[""RNA-sequencing""], [""Transcriptomics""]","[""RNA-sequencing""]","[""Transcriptomics""]"
"38532015","[""Cell""], [""Image"", ""Text""]","[""Cell""]","[""Image"", ""Text""]"
"38532639","[""Audio""], [""text""]","[""Audio""]","[""text""]"
"38534937","[""Text""], [""text""]","[""Text""]","[""text""]"
"38537130","[""single-cell immune repertoire sequencing"", ""mass cytometry"", ""multiplex immunofluorescence""], [""Single-cell data"", ""Mass cytometry"", ""Multiplex immunofluorescence""]","[""single-cell immune repertoire sequencing"", ""mass cytometry"", ""multiplex immunofluorescence""]","[""Single-cell data"", ""Mass cytometry"", ""Multiplex immunofluorescence""]"
"38537536","[""CT""], [""CT perfusion imaging"", ""MRI"", ""Ultrasound""]","[""CT""]","[""CT perfusion imaging"", ""MRI"", ""Ultrasound""]"
"38538415","[""MRI""], [{""Modality"": ""MRI""}, {""Modality"": ""Dosimetry Data""}]","[""MRI""]","[{""Modality"": ""MRI""}, {""Modality"": ""Dosimetry Data""}]"
"38538559",NULL,"[""Biopsy"", ""Plasma""]",NULL
"38538619","[""Radiographs""], [""Radiograph"", ""Manual measurement""]","[""Radiographs""]","[""Radiograph"", ""Manual measurement""]"
"38539074",NULL,NULL,"[""Age"", ""Health Instability"", ""Functional and Cognitive Status""]"
"38539236","[""Video""], [""Ultrasound"", ""ECG""]","[""Video""]","[""Ultrasound"", ""ECG""]"
"38539425","[""Imaging""], [{""Name"": ""Image""}, {""Name"": ""Text""}, {""Name"": ""Video""}]","[""Imaging""]","[{""Name"": ""Image""}, {""Name"": ""Text""}, {""Name"": ""Video""}]"
"38544181","[""Video"", ""Audio""], [""video"", ""audio"", ""physiological data""]","[""Video"", ""Audio""]","[""video"", ""audio"", ""physiological data""]"
"38547927","[""Endoscopy videos""], [""Video"", ""Text""]","[""Endoscopy videos""]","[""Video"", ""Text""]"
"38549046",NULL,NULL,"[""microarray"", ""RNAseq""]"
"38549146","[""DNA methylation""], [""Methylation""]","[""DNA methylation""]","[""Methylation""]"
"38552452","[""Chest X-Ray images""], [""X-Ray""]","[""Chest X-Ray images""]","[""X-Ray""]"
"38552566","[""Static oocyte images""], [""Image""]","[""Static oocyte images""]","[""Image""]"
"38557148","[""Colorimetric information"", ""Imaging""], [""Imaging application"", ""Colorimetric information""]","[""Colorimetric information"", ""Imaging""]","[""Imaging application"", ""Colorimetric information""]"
"38563386","[""Cardiology""], [""Cardiology"", ""Surgery""]","[""Cardiology""]","[""Cardiology"", ""Surgery""]"
"38563856","[""Intracranial metastases""], [{""modality"": ""image""}, {""modality"": ""text""}]","[""Intracranial metastases""]","[{""modality"": ""image""}, {""modality"": ""text""}]"
"38564199","[""Virtual Reality""], [""Virtual Reality"", ""Simulation""]","[""Virtual Reality""]","[""Virtual Reality"", ""Simulation""]"
"38564508","[""Video""], {""sagittal_plane_gait_patterns"": null}","[""Video""]","{""sagittal_plane_gait_patterns"": null}"
"38564847","[""MRI""], [""CST hyperintensity"", ""Grey matter degeneration""]","[""MRI""]","[""CST hyperintensity"", ""Grey matter degeneration""]"
"38567100","[""Histopathology""], [""High-Resolution Histopathological Images""]","[""Histopathology""]","[""High-Resolution Histopathological Images""]"
"38568987","[""administrative data""], [""health administrative data""]","[""administrative data""]","[""health administrative data""]"
"38569898","[""Microbiome""], [""microbiome data""]","[""Microbiome""]","[""microbiome data""]"
"38573752","[""text""], [""text""]","[""text""]","[""text""]"
"38574545","[""Medical Image""], [""Image""]","[""Medical Image""]","[""Image""]"
"38574756",NULL,NULL,NULL
"38575814","[""PET""], [""PET imaging""]","[""PET""]","[""PET imaging""]"
"38578872","[""web-based"", ""video""], [""Text""]","[""web-based"", ""video""]","[""Text""]"
"38582538","[""Neuropsychological assessments"", ""structural and functional MRI"", ""electroencephalography""], [{""Category"": ""Multimodal""}]","[""Neuropsychological assessments"", ""structural and functional MRI"", ""electroencephalography""]","[{""Category"": ""Multimodal""}]"
"38582770","[""Electrochemical"", ""Urine""], [""urine samples""]","[""Electrochemical"", ""Urine""]","[""urine samples""]"
"38585855","[""Audio""], [""sound""]","[""Audio""]","[""sound""]"
"38588794","[""Electrocardiogram""], [""ECGs""]","[""Electrocardiogram""]","[""ECGs""]"
"38589545","[""text""], [""Text""]","[""text""]","[""Text""]"
"38589775",NULL,NULL,"[{""Name"": ""Department of Mathematics and Statistics"", ""Location"": ""University of Victoria, Victoria, BC, Canada""}, {""Name"": ""Department of Mathematics and Statistics"", ""Location"": ""University of Saskatchewan, Saskatoon, SK, Canada""}]"
"38589815","[""EEG"", ""Auditory""], [""EEG"", ""vocal and musical""]","[""EEG"", ""Auditory""]","[""EEG"", ""vocal and musical""]"
"38591838",NULL,NULL,"{""Text"": true, ""Audio"": false, ""Image"": false}"
"38592752","[""Text""], [{""name"": ""Text""}, {""name"": ""Image""}]","[""Text""]","[{""name"": ""Text""}, {""name"": ""Image""}]"
"38598077",NULL,NULL,NULL
"38598191","[""CT scans"", ""Electronic Health Records""], [""Multislice abdominal CT scans""]","[""CT scans"", ""Electronic Health Records""]","[""Multislice abdominal CT scans""]"
"38599293",NULL,"[""Plasma concentrations of three biomarkers (N-terminal pro-B-type natriuretic peptide [NT-proBNP], fatty acid binding protein 3 [FABP3], and FABP4)""]",NULL
"38600209","[""Medication dosage"", ""Unified Parkinson's Disease Rating Scale"", ""Activities of Daily Living"", ""Hoehn and Yahr scale""], [""Text""]","[""Medication dosage"", ""Unified Parkinson's Disease Rating Scale"", ""Activities of Daily Living"", ""Hoehn and Yahr scale""]","[""Text""]"
"38604185","[""Computed tomography"", ""Monte Carlo simulations""], [""CT scans""]","[""Computed tomography"", ""Monte Carlo simulations""]","[""CT scans""]"
"38604227","[""Text"", ""Medical""], [""text"", ""image""]","[""Text"", ""Medical""]","[""text"", ""image""]"
"38604736","[""MR""], {""size"": {""count"": 1}, ""type"": {""count"": null}}","[""MR""]","{""size"": {""count"": 1}, ""type"": {""count"": null}}"
"38605059",NULL,NULL,"[""X-ray""]"
"38605172","[""neuroimaging"", ""behavioral data""], [""hippocampal-cortical connectivity"", ""episodic memory"", ""social cognition""]","[""neuroimaging"", ""behavioral data""]","[""hippocampal-cortical connectivity"", ""episodic memory"", ""social cognition""]"
"38605799","[""CT-scan""], [""CT scan""]","[""CT-scan""]","[""CT scan""]"
"38607662",NULL,NULL,"[""text""]"
"38607809",NULL,NULL,"[]"
"38610443",NULL,"[""Upper limb rehabilitation"", ""Human-robot interface"", ""Kinematic models""]",NULL
"38611631","[""Photoplethysmogram"", ""Voltage Gradient Signals""], [""photoplethysmogram"", ""orthogonal voltage gradient signals""]","[""Photoplethysmogram"", ""Voltage Gradient Signals""]","[""photoplethysmogram"", ""orthogonal voltage gradient signals""]"
"38615432","[""Image"", ""3D""], [""skin"", ""image""]","[""Image"", ""3D""]","[""skin"", ""image""]"
"38617584","[""Saliva"", ""Blood""], [""microbiome, salivary cytokines, systemic cytokines""]","[""Saliva"", ""Blood""]","[""microbiome, salivary cytokines, systemic cytokines""]"
"38618957",NULL,NULL,NULL
"38619825","[""Raman Spectroscopy""], [""Spectroscopic data""]","[""Raman Spectroscopy""]","[""Spectroscopic data""]"
"38620047",NULL,NULL,NULL
"38621801","[""Electronic medical records"", ""Albuminuria""], [""Electronic medical records""]","[""Electronic medical records"", ""Albuminuria""]","[""Electronic medical records""]"
"38622115",NULL,NULL,"[""Medical""]"
"38625728","[""Medical Images""], [""Image""]","[""Medical Images""]","[""Image""]"
"38626440","[""Demographic data"", ""Clinical data""], [""Text""]","[""Demographic data"", ""Clinical data""]","[""Text""]"
"38630042",NULL,NULL,NULL
"38630178","[""Text""], [""text""]","[""Text""]","[""text""]"
"38630732",NULL,NULL,"[""muscle mass measurement""]"
"38631818","[""Electronic medical charts""], [""Electronic Medical Records""]","[""Electronic medical charts""]","[""Electronic Medical Records""]"
"38632526","[""Proteomics""], [""Proteinomics data""]","[""Proteomics""]","[""Proteinomics data""]"
"38636329",NULL,NULL,NULL
"38637239","[""MRI""], [""MRI""]","[""MRI""]","[""MRI""]"
"38637627","[""brain morphology"", ""behavioral""], [{""modality"": ""MRI""}]","[""brain morphology"", ""behavioral""]","[{""modality"": ""MRI""}]"
"38720073",NULL,NULL,NULL
"38638495","[""2D-3D"", ""Video""], [""2D-3D Convolutional Neural Networks"", ""Videos""]","[""2D-3D"", ""Video""]","[""2D-3D Convolutional Neural Networks"", ""Videos""]"
"38638805","[""EEG""], [""EEG""]","[""EEG""]","[""EEG""]"
"38639373",NULL,"[""Clinical Data"", ""Imaging Data""]",NULL
"38642296","[""Ultrasound""], Ultrasound images","[""Ultrasound""]","Ultrasound images"
"38642704",NULL,NULL,"[{""Type"": ""Machine Learning"", ""Model"": ""Feedforward and Recurrent Neural Networks""}]"
"38643691","[""brain magnetic resonance imaging""], [""MRI""]","[""brain magnetic resonance imaging""]","[""MRI""]"
"38647339","[""serum concentrations of 9 biomarkers""], [""Blood-based biomarkers""]","[""serum concentrations of 9 biomarkers""]","[""Blood-based biomarkers""]"
"38650940","[""Cytokine"", ""Health""], [{""Modality"": ""cytokine profiling""}, {""Modality"": ""multimodal health data""}]","[""Cytokine"", ""Health""]","[{""Modality"": ""cytokine profiling""}, {""Modality"": ""multimodal health data""}]"
