"pid","title"
"37607796","Predicting falls-related admissions in older adults in Alberta, Canada: a machine-learning falls prevention tool developed using population administrative health data."
"37608251","Neuroimaging and machine learning for studying the pathways from mild cognitive impairment to alzheimer's disease: a systematic review."
"37608469","Impact of sarcosine on diabetic retinopathy: Findings based on weighted gene co-expression network analysis and machine learning techniques."
"37612309","A deep learning framework to scale linear facial measurements to actual size using horizontal visible iris diameter: a study on an Iranian population."
"37612646","Identifying depression in the United States veterans using deep learning algorithms, NHANES 2005-2018."
"37614303","Osteoclast microRNA Profiling in Rheumatoid Arthritis to Capture the Erosive Factor."
"37615058","Validity evidence supporting clinical skills assessment by artificial intelligence compared with trained clinician raters."
"37616228","Prehospital prediction of hospital admission for emergent acuity patients transported by paramedics: A population-based cohort study using machine learning."
"37616243","Segmenting white matter hyperintensities on isotropic three-dimensional Fluid Attenuated Inversion Recovery magnetic resonance images: Assessing deep learning tools on a Norwegian imaging database."
"37620051","Ethical Considerations for Artificial Intelligence in Medical Imaging: Deployment and Governance."
"37639620","Self-supervised machine learning using adult inpatient data produces effective models for pediatric clinical prediction tasks."
"37639641","Artificial Intelligence-Based Modeling Can Predict Face Shape Based on Underlying Craniomaxillofacial Bone."
"37641619","Overall and patient-specific comparative effectiveness of dimethyl fumarate versus teriflunomide: A novel approach to precision medicine applied to the German NeuroTrans Data Multiple Sclerosis Registry."
"37644372","Characterization of vaginal Lactobacillus species as a predictor of fertility among Iranian women with unexplained recurrent miscarriage and fertile women without miscarriage history using machine learning modeling."
"37645200","An agenda-setting paper on data sharing platforms: euCanSHare workshop."
"37651262","Predicting ICU Mortality in Acute Respiratory Distress Syndrome Patients Using Machine Learning: The Predicting Outcome and STratifiCation of severity in ARDS (POSTCARDS) Study."
"37654790","Systems biology approach discovers comorbidity interaction of Parkinson's disease with psychiatric disorders utilizing brain transcriptome."
"37655432","Using Machine Learning to Predict TP53 Mutation Status and Aggressiveness of Prostate Cancer from Routine Histology Images."
"38875068","Technological interventions in functional capacity evaluations: An insight into current applications."
"38875552","Developing an Inpatient Electronic Medical Record Phenotype for Hospital-Acquired Pressure Injuries: Case Study Using Natural Language Processing Models."
"38875561","Preparing for an Artificial Intelligence-Enabled Future: Patient Perspectives on Engagement and Health Care Professional Training for Adopting Artificial Intelligence Technologies in Health Care Settings."
"38875572","A Scalable Radiomics- and Natural Language Processing-Based Machine Learning Pipeline to Distinguish Between Painful and Painless Thoracic Spinal Bone Metastases: Retrospective Algorithm Development and Validation Study."
"38875685","Investigation of Deepfake Voice Detection Using Speech Pause Patterns: Algorithm Development and Validation."
"38875686","Health Care Professionals' and Parents' Perspectives on the Use of AI for Pain Monitoring in the Neonatal Intensive Care Unit: Multisite Qualitative Study."
"37695706","Commentary: Minding the Gap in Access to Mental Health Services - Calling for Smart Funding, Not Just More Funding."
"37695797","Classification of T lymphocyte motility behaviors using a machine learning approach."
"37706067","Using Machine Learning and Silver Nanoparticle-Based Surface-Enhanced Raman Spectroscopy for Classification of Cardiovascular Disease Biomarkers."
"37710397","Machine learning to predict outcomes following endovascular abdominal aortic aneurysm repair."
"37711756","Exploring the Use of Natural Language Processing for Objective Assessment of Disorganized Speech in Schizophrenia."
"29679492","Knowledge-based automated planning for oropharyngeal cancer."
"30060575","Multimodal Radiomic Features for the Predicting Gleason Score of Prostate Cancer."
"32056739","Predicting death by suicide using administrative health care system data: Can recurrent neural network, one-dimensional convolutional neural network, and gradient boosted trees models improve prediction performance?"
"33964517","Early Warning of Infection in Patients Undergoing Hematopoietic Stem Cell Transplantation Using Heart Rate Variability and Serum Biomarkers."
"36499143","3-Dimensional Immunostaining and Automated Deep-Learning Based Analysis of Nerve Degeneration."
"36697455","Comparing machine learning approaches to incorporate time-varying covariates in predicting cancer survival time."
"37769627","Regulation of Skeletal Muscle Resistance Arteriolar Tone: Integration of Multiple Mechanisms."
"37769635","Machine Learning for the Prediction of Survival Post-Allogeneic Hematopoietic Cell Transplantation: A Single-Center Experience."
"37770008","Using Unsupervised Machine Learning to Predict Quality of Life After Total Knee Arthroplasty."
"37772080","A clinically useful and biologically informative genomic classifier for papillary thyroid cancer."
"37774465","In-human testing of a non-invasive continuous low-energy microwave glucose sensor with advanced machine learning capabilities."
"37774678","Human microglial state dynamics in Alzheimer's disease progression."
"37774680","Epigenomic dissection of Alzheimer's disease pinpoints causal variants and reveals epigenome erosion."
"37774704","Preclinical development of a chimeric antigen receptor T cell therapy targeting FGFR4 in rhabdomyosarcoma."
"37776331","Development and external validation of a machine learning-based model to classify uric acid stones in patients with kidney stones of Hounsfield units  800."
"37778213","Visual attribution using Adversarial Latent Transformations."
"37778424","A Prospective Study Demonstrating Early Prediction of Skin Toxicity From Radiation Therapy Using Radiomic Features From Optical and Infrared Images."
"37778881","Evaluating the feasibility of implementing the Sup-ER protocol for infants with brachial plexus birth injury."
"38197796","Vision Transformer-based Decision Support for Neurosurgical Intervention in Acute Traumatic Brain Injury: Automated Surgical Intervention Support Tool."
"38199138","Fear of falling in community-dwelling older adults: What their gait acceleration pattern reveals."
"37780837","Early breast cancer detection and differentiation tool based on tissue impedance characteristics and machine learning."
"37782668","XA4C: eXplainable representation learning via Autoencoders revealing Critical genes."
"37783548","Walking path images from real-time location data predict degree of cognitive impairment."
"37787286","A machine learning approach for prediction of auditory brain stem response in patients after head-and-neck radiation therapy."
"37817816","Innovative Technologies in CNS Trials: Promises and Pitfalls for Recruitment, Retention, and Representativeness."
"37817825","Adaptation of Autoencoder for Sparsity Reduction From Clinical Notes Representation Learning."
"37819748","Comparison of Objective Facial Metrics on Both Sides of the Face Among Patients with Severe Bell's Palsy Treated with Mirror Effect Plus Protocol Rehabilitation Versus Controls."
"37819878","Recognizing hand use and hand role at home after stroke from egocentric video."
"37819932","Evaluation of a novel real-time adaptive assist-as-needed controller for robot-assisted upper extremity rehabilitation following stroke."
"37820417","Spatiotemporal knowledge teacher-student reinforcement learning to detect liver tumors without contrast agents."
"37821970","A robot-based interception task to quantify upper limb impairments in proprioceptive and visual feedback after stroke."
"37823574","Correlational analysis between salivary and blood glucose levels in individuals with and without diabetes mellitus: a cross-sectional study."
"37823606","Machine-Learning Assessed Abdominal Aortic Calcification is Associated with Long-Term Fall and Fracture Risk in Community-Dwelling Older Australian Women."
"37828064","A neural signature of social support mitigates negative emotion."
"37829182","Multinational patterns of second line antihyperglycaemic drug initiation across cardiovascular risk groups: federated pharmacoepidemiological evaluation in LEGEND-T2DM."
"37970100","Automatic Prediction of Paediatric Cardiac Output From Echocardiograms Using Deep Learning Models."
"37972608","Development and validation of age-specific risk prediction models for primary ovarian insufficiency in long-term survivors of childhood cancer: a report from the Childhood Cancer Survivor Study and St Jude Lifetime Cohort."
"37975229","2024 Recommendations for Validation of Noninvasive Arterial Pulse Wave Velocity Measurement Devices."
"38459106","Preliminary characterization of rectification for transradial prosthetic sockets."
"38459338","A small-molecule TNIK inhibitor targets fibrosis in preclinical and clinical models."
"38467853","MRI, clinical, and radiomic models for differentiation of uterine leiomyosarcoma and leiomyoma."
"38564847","Differing patterns of cortical grey matter pathology identified by multifractal analysis in UMN-predominant ALS patients with and without corticospinal tract hyperintensity."
"38604185","Deep learning for high-resolution dose prediction in high dose rate brachytherapy for breast cancer treatment."
"38604227","Machine Learning as a Diagnostic and Prognostic Tool for Predicting Thrombosis in Cancer Patients: A Systematic Review."
"38604736","Identification of Multiclass Pediatric Low-Grade Neuroepithelial Tumor Molecular Subtype with ADC MR Imaging and Machine Learning."
"38605059","Predictive modeling for breast cancer classification in the context of Bangladeshi patients by use of machine learning approach with explainable AI."
"38605172","Longitudinal inference of multiscale markers in psychosis: from hippocampal centrality to functional outcome."
"37832707","Brain decoding of the Human Connectome Project tasks in a dense individual fMRI dataset."
"37872467","Deep learning assisted measurement of echocardiographic left heart parameters: improvement in interobserver variability and workflow efficiency."
"37872563","Walking the path of treatable traits in interstitial lung diseases."
"37873296","Two neurostructural subtypes: results of machine learning on brain images from 4,291 individuals with schizophrenia."
"37873443","Drug Discovery in Low Data Regimes: Leveraging a Computational Pipeline for the Discovery of Novel SARS-CoV-2 Nsp14-MTase Inhibitors."
"37975292","Predictive Modeling of Urinary Stone Composition Using Machine Learning and Clinical Data: Implications for Treatment Strategies and Pathophysiological Insights."
"37975666","Time to rethink academic publishing: the peer reviewer crisis."
"37979921","Exploring the single-cell immune landscape of kidney allograft inflammation using imaging mass cytometry."
"37980216","Optimizing Fecal Occult Blood Test (FOBT) Colorectal Cancer Screening Using Gut Bacteriome as a Biomarker."
"38199790","Feasibility of an artificial intelligence phone call for postoperative care following cataract surgery in a diverse population: two phase prospective study protocol."
"38200511","Multi-institutional prognostic modeling of survival outcomes in NSCLC patients treated with first-line immunotherapy using radiomics."
"38202942","A Brain-Controlled Quadruped Robot: A Proof-of-Concept Demonstration."
"37876820","Targeted deep learning classification and feature extraction for clinical diagnosis."
"37877849","Developing a prediction model of children asthma risk using population-based family history health records."
"38605799","Segmentation and classification of lungs CT-scan for detecting COVID-19 abnormalities by deep learning technique: U-Net model."
"38607662","Applications of Artificial Intelligence in Emergency Departments to Improve Wait Times: Protocol for an Integrative Living Review."
"38877116","Ultrasensitive plasma-based monitoring of tumor burden using machine-learning-guided signal enrichment."
"38886757","Beyond benchmarking and towards predictive models of dataset-specific single-cell RNA-seq pipeline performance."
"38888478","Large Language Models for Automated Synoptic Reports and Resectability Categorization in Pancreatic Cancer."
"37880365","Normative spatiotemporal fetal brain maturation with satisfactory development at 2 years."
"37882681","Deep Learning Model for Automated Trainee Assessment During High-Fidelity Simulation."
"37884442","A machine learning model to predict the need for conversion of operative approach in patients undergoing colectomy for neoplasm."
"37884627","The value of standards for health datasets in artificial intelligence-based applications."
"37884940","Exploring patient perspectives on how they can and should be engaged in the development of artificial intelligence (AI) applications in health care."
"37888789","Deep learning-based ultrasound auto-segmentation of the prostate with brachytherapy implanted needles."
"37889210","Multi-Level Ethical Considerations of Artificial Intelligence Health Monitoring for People Living with Parkinson's Disease."
"37889992","Impact of myocardial perfusion and coronary calcium on medical management for coronary artery disease."
"37890388","Detection of lung cancer metastasis from blood using L-MISC nanosensor: Targeting circulating metastatic cues for improved diagnosis."
"37890487","Sequential multi-omics analysis identifies clinical phenotypes and predictive biomarkers for long COVID."
"37890570","COVID Vaccine Hesitancy and Long-Term Traffic Risks."
"37891565","Glycemic control, HbA1c variability, and major cardiovascular adverse outcomes in type 2 diabetes patients with elevated cardiovascular risk: insights from the ACCORD study."
"37927443","A holistic approach to integrating patient, family, and lived experience voices in the development of the BrainHealth Databank: a digital learning health system to enable artificial intelligence in the clinic."
"37930726","A Blood-Based Lipid Profile Associated With Hippocampal Volume and Brain Resting-State Activation Within Obese Adults from the UK Biobank."
"37931751","The 2022 Banff Meeting Lung Report."
"37934767","Predicting amputation using machine learning: A systematic review."
"37937365","A support vector machine-based cure rate model for interval censored data."
"37940854","A pilot observational study of gait changes over time before and after an unplanned hospital visit in long-term care residents with dementia."
"37951822","A Bayesian approach to acute coronary occlusion."
"37952175","PiDeeL: metabolic pathway-informed deep learning model for survival analysis and pathological classification of gliomas."
"37952286","Detecting conversion from mild cognitive impairment to Alzheimer's disease using FLAIR MRI biomarkers."
"37953279","DrugBank 6.0: the DrugBank Knowledgebase for 2024."
"37953324","The Human Phenotype Ontology in 2024: phenotypes around the world."
"37956346","Comparison of wound surface area measurements obtained using clinically validated artificial intelligence-based technology versus manual methods and the effect of measurement method on debridement code reimbursement cost."
"38004422","Construction of an Exudative Age-Related Macular Degeneration Diagnostic and Therapeutic Molecular Network Using Multi-Layer Network Analysis, a Fuzzy Logic Model, and Deep Learning Techniques: Are Retinal and Brain Neurodegenerative Disorders Related?"
"38005535","Clinically Informed Automated Assessment of Finger Tapping Videos in Parkinson's Disease."
"38040769","Opposing brain signatures of sleep in task-based and resting-state conditions."
"38041522","Recommendations for Performance Evaluation of Machine Learning in Pathology: A Concept Paper From the College of American Pathologists."
"38050002","Automatic Quantification of Normal Brain Gyrification Patterns and Changes in Fetuses with Polymicrogyria and Lissencephaly Based on MRI."
"38050032","Brain Age Estimation on a Dementia Cohort Using FLAIR MRI Biomarkers."
"38051671","Novel Preoperative Risk Stratification Using Digital Phenotyping Applying a Scalable Machine-Learning Approach."
"38206515","Repeatability, reproducibility, and diagnostic accuracy of a commercial large language model (ChatGPT) to perform emergency department triage using the Canadian triage and acuity scale."
"38892107","Identification of Marker Genes in Infectious Diseases from ScRNA-seq Data Using Interpretable Machine Learning."
"38893608","Improving the Generalizability and Performance of an Ultrasound Deep Learning Model Using Limited Multicenter Data for Lung Sliding Artifact Identification."
"38894557","deepAFT: A nonlinear accelerated failure time model with artificial neural network."
"38897481","Panel stacking is a threat to consensus statement validity."
"38006509","Quantitation of Oncologic Image Features for Radiomic Analyses in PET."
"38011214","An evidence-based approach to artificial intelligence education for medical students: A systematic review."
"38011843","ASSOCIATION OF INTRAVENOUS FLUORESCEIN ANGIOGRAPHY AND ADAPTIVE OPTICS IMAGING IN DIABETIC RETINOPATHY: A Prospective Case Series."
"38014004","Fully automatic segmentation of brain lacunas resulting from resective surgery using a 3D deep learning model."
"38014199","General anaesthesia reduces the uniqueness of brain connectivity across individuals and across species."
"38014537","Genotype-Phenotype Taxonomy of Hypertrophic Cardiomyopathy."
"38016372","An AdaBoost-based algorithm to detect hospital-acquired pressure injury in the presence of conflicting annotations."
"38016622","Machine learning and decision making in aortic arch repair."
"38017055","Predicting stereotactic radiosurgery outcomes with multi-observer qualitative appearance labelling versus MRI radiomics."
"38019168","Patient clusters identified by machine learning from a pooled analysis of the clinical development programme of secukinumab in psoriatic arthritis, ankylosing spondylitis and psoriatic arthritis with axial manifestations."
"38021248","A targeted strategic peer support intervention to increase adherence to video teletherapy exposure and response prevention treatment for obsessive-compulsive disorder: a retrospective observational analysis."
"38027579","Development and validation of the SickKids Enterprise-wide Data in Azure Repository (SEDAR)."
"38028629","Clinically impactful metabolic subtypes of pancreatic ductal adenocarcinoma (PDAC)."
"38029530","Conduction and validation of a novel prognostic signature in cervical cancer based on the necroptosis characteristic genes via integrating of multiomics data."
"38030046","Predictive model for vitamin C levels in hyperinsulinemic individuals based on age, sex, waist circumference, low-density lipoprotein, and immune-associated serum proteins."
"38030063","A Nasal Swab Classifier to Evaluate the Probability of Lung Cancer in Patients With Pulmonary Nodules."
"38033002","BioDiscViz: A visualization support and consensus signature selector for BioDiscML results."
"38035372","Non-coplanar lung SABR treatments delivered with a gantry-mounted x-ray tube."
"38035457","Spatial distributions of white matter hyperintensities on brain MRI: A pooled analysis of individual participant data from 11 memory clinic cohorts."
"38036778","Benchmarking of deep neural networks for predicting personal gene expression from DNA sequence highlights shortcomings."
"38040450","Incremental value of machine learning for risk prediction in tetralogy of Fallot."
"38066031","Reproducible and clinically translatable deep neural networks for cervical screening."
"38066735","An Explainable Artificial Intelligence Model Proposed for the Prediction of Myalgic Encephalomyelitis/Chronic Fatigue Syndrome and the Identification of Distinctive Metabolites."
"38079600","Comparing the impact of three-dimensional digital visualization technology versus traditional microscopy on microsurgeons in microsurgery: a prospective self-controlled study."
"38081777","Role of artificial intelligence in imaging and endoscopy for the diagnosis, monitoring and prognostication of inflammatory bowel disease: a scoping review protocol."
"38082277","Evaluating the ability of a predictive vision-based machine learning model to measure changes in gait in response to medication and DBS within individuals with Parkinson's disease."
"38082372","Machine learning analyses identify multi-modal frailty factors that selectively discriminate four cohorts in the Alzheimer's disease spectrum: a COMPASS-ND study."
"38087983","Current Practices in Voice Data Collection and Limitations to Voice AI Research: A National Survey."
"38088993","An Interpretable Neonatal Lung Ultrasound Feature Extraction and Lung Sliding Detection System Using Object Detectors."
"38089001","Applying Machine Learning and Point-Set Registration to Automatically Measure the Severity of Spinal Curvature on Radiographs."
"38092777","Explainable machine learning identifies multi-omics signatures of muscle response to spaceflight in mice."
"38100260","Predicting the need for a replan in oropharyngeal cancer: A radiomic, clinical, and dosimetric model."
"38103765","Combined Value of Dimensionless Index and Transvalvular Flow Rate in Risk Stratification of Aortic Stenosis."
"38106259","Tensor radiomics: paradigm for systematic incorporation of multi-flavoured radiomics features."
"38106308","Can machine learning models improve early detection of brain metastases using diffusion weighted imaging-based radiomics?"
"38108259","Simplified Approach to Predicting Obstructive Coronary Disease With Integration of Coronary Calcium: Development and External Validation."
"38110045","Self-supervised multimodal learning for group inferences from MRI data: Discovering disorder-relevant brain regions and multimodal links."
"38112748","Assessing spontaneous sensory neuron activity using in vivo calcium imaging."
"38114526","A priori prediction of breast cancer response to neoadjuvant chemotherapy using quantitative ultrasound, texture derivative and molecular subtype."
"38116648","Using Machine Learning (XGBoost) to Predict Outcomes After Infrainguinal Bypass for Peripheral Artery Disease."
"38123557","Open access repository-scale propagated nearest neighbor suspect spectral library for untargeted metabolomics."
"38124790","Imaging-Based Biomarkers Predict Programmed Death-Ligand 1 and Survival Outcomes in Advanced NSCLC Treated With Nivolumab and Pembrolizumab: A Multi-Institutional Study."
"38126807","Using Computer Vision and Artificial Intelligence to Track the Healing of Severe Burns."
"38128123","CODA: an open-source platform for federated analysis and machine learning on distributed healthcare data."
"38129433","BOO-ST and CBCEC: two novel hybrid machine learning methods aim to reduce the mortality of heart failure patients."
"38136606","Advances in Drug Design and Development for Human Therapeutics Using Artificial Intelligence-II."
"38138887","Enhancing Predictive Power: Integrating a Linear Support Vector Classifier with Logistic Regression for Patient Outcome Prognosis in Virtual Reality Therapy for Treatment-Resistant Schizophrenia."
"38139721","Identification of Myofascial Trigger Point Using the Combination of Texture Analysis in B-Mode Ultrasound with Machine Learning Classifiers."
"38149177","Prevalence and incidence of narcolepsy symptoms in the US general population."
"38153706","Prognostic Value of Anteroposterior Extension in Oral Tongue and Floor Squamous Cell Carcinoma."
"38212349","Multi-site benchmark classification of major depressive disorder using machine learning on cortical and subcortical measures."
"38156628","Using Artificial Intelligence as a Melanoma Screening Tool in Self-Referred Patients."
"38156913","Relevance of Protein Intake for Weaning in the Mechanically Ventilated Critically Ill: Analysis of a Large International Database."
"38159275","Performance reserves in brain-imaging-based phenotype prediction."
"38161089","Machine Learning and CT Texture Features in Ex-smokers with no CT Evidence of Emphysema and Mildly Abnormal Diffusing Capacity."
"38161988","Validating pertussis data measures using electronic medical record data in Ontario, Canada 1986-2016."
"38185409","Machine and deep learning models for accurate detection of ischemia and scar with myocardial blood flow positron emission tomography imaging."
"38185882","Multimodal imaging measures in the prediction of clinical response to deep brain stimulation for refractory depression: A machine learning approach."
"38186562","High-Throughput Computing to Automate Population-Based Studies to Detect the 30-Day Risk of Adverse Outcomes After New Outpatient Medication Use in Older Adults with Chronic Kidney Disease: A Clinical Research Protocol."
"38186943","Undersampling and cumulative class re-decision methods to improve detection of agitation in people with dementia."
"38187647","Systems genetics uncover new loci containing functional gene candidates in Mycobacterium tuberculosis-infected Diversity Outbred mice."
"38188047","Comparing clinical decision-making of AI technology to a multi-professional care team in an electronic cognitive behavioural therapy program for depression: protocol."
"38189265","Deep Learning for Pneumothorax Detection on Chest Radiograph: A Diagnostic Test Accuracy Systematic Review and Meta Analysis."
"38193866","Lymph node metastases and recurrence in pT1 colorectal cancer: Prediction with the International Budding Consortium Score-A retrospective, multi-centric study."
"38195418","Diagnostic evaluation of deep learning accelerated lumbar spine MRI."
"38195644","Radiomics analysis to predict pulmonary nodule malignancy using machine learning approaches."
"38215710","Mechanical Ventilation, Past, Present, and Future."
"38219499","What matters in reinforcement learning for tractography."
"38222038","Integrating unsupervised and supervised learning techniques to predict traumatic brain injury: A population-based study."
"38226736","External validation of the Norwegian anterior cruciate ligament reconstruction revision prediction model using patients from the STABILITY 1 Trial."
"38228634","A Machine Learning-Driven Virtual Biopsy System For Kidney Transplant Patients."
"38228640","On the prediction of tibiofemoral contact forces for healthy individuals and osteoarthritis patients during gait: a comparative study of regression methods."
"38228979","METhodological RadiomICs Score (METRICS): a quality scoring tool for radiomics research endorsed by EuSoMII."
"38229001","Automated Data Transformation and Feature Extraction for Oxygenation-Sensitive Cardiovascular Magnetic Resonance Images."
"38234469","Quantifying time perception during virtual reality gameplay using a multimodal biosensor-instrumented headset: a feasibility study."
"38234807","Whole-Genome Sequencing Analysis Reveals New Susceptibility Loci and Structural Variants Associated with Progressive Supranuclear Palsy."
"38234857","Five dominant dimensions of brain aging are identified via deep learning: associations with clinical, lifestyle, and genetic measures."
"38236221","Persons or data points? Ethics, artificial intelligence, and the participatory turn in mental health research."
"38241250","A scientometric analysis of fairness in health AI literature."
"38243313","DeepVelo: deep learning extends RNA velocity to multi-lineage systems with cell-specific kinetics."
"38245498","Eye Movement Characteristics for Predicting a Transition to Psychosis: Longitudinal Changes and Implications."
"38246898","Developing, purchasing, implementing and monitoring AI tools in radiology: practical considerations. A multi-society statement from the ACR, CAR, ESR, RANZCR  RSNA."
"38249735","Network analysis of multimorbidity and health outcomes among persons with spinal cord injury in Canada."
"38269937","Predicting Urgent Dialysis at Ambulance Transport to the Emergency Department Using Machine Learning Methods."
"38382816","Non-binary gender, vulnerable populations and mental health during the COVID-19 pandemic: Data from the COVID-19 MEntal health inTernational for the general population (COMET-G) study."
"38383177","Using Artificial Intelligence to Label Free-Text Operative and Ultrasound Reports for Grading Pediatric Appendicitis."
"38384277","A multi-center distributed learning approach for Parkinson's disease classification using the traveling model paradigm."
"38384497","Traditional, complementary, and integrative medicine and artificial intelligence: Novel opportunities in healthcare."
"38387384","Comparative study of respiratory sounds classification methods based on cepstral analysis and artificial neural networks."
"38678058","Human local field potentials in motor and non-motor brain areas encode upcoming movement direction."
"38285722","Diversity-induced trivialization and resilience of neural dynamics."
"38287324","Protocol for metadata and image collection at diabetic foot ulcer clinics: enabling research in wound analytics and deep learning."
"38289643","BERT-Based Neural Network for Inpatient Fall Detection From Electronic Medical Records: Retrospective Cohort Study."
"38290583","An empirical analysis of structural neuroimaging profiles in a staging model of depression."
"38291362","Learning self-supervised molecular representations for drug-drug interaction prediction."
"38292239","Rapid, economical diagnostic classification of ATRT molecular subgroup using NanoString nCounter platform."
"38300671","Virtual Reality for Developing Patient-Facing Communication Skills in Medical and Graduate Education: Protocol for a Scoping Review."
"38302323","External Validation of a Digital Pathology-based Multimodal Artificial Intelligence Architecture in the NRG/RTOG 9902 Phase 3 Trial."
"38303097","Early inner plexiform layer thinning and retinal nerve fiber layer thickening in excitotoxic retinal injury using deep learning-assisted optical coherence tomography."
"38304411","[Guidelines for clinical trial protocols for interventions involving artificial intelligence: the SPIRIT-AI extensionDiretrizes para protocolos de ensaios clínicos com intervenções que utilizam inteligência artificial: a extensão SPIRIT-AI]."
"38306213","Chronic Stress Exposure Alters the Gut Barrier: Sex-Specific Effects on Microbiota and Jejunum Tight Junctions."
"38308231","The validity of electronic health data for measuring smoking status: a systematic review and meta-analysis."
"38310657","The Sjögren's Working Group: The 2023 OMERACT meeting and provisional domain generation."
"38314558","Enhancing the Prediction of Cardiac Allograft Vasculopathy Using Intravascular Ultrasound and Machine Learning: A Proof of Concept."
"38316811","Predicting outcomes following lower extremity open revascularization using machine learning."
"38316895","Multimodal machine learning for modeling infant head circumference, mothers' milk composition, and their shared environment."
"38387816","Temporal trends in hemodialysis access creation during the fistula first era."
"38320143","Artificial Intelligence Predictive Model for Hormone Therapy Use in Prostate Cancer."
"38321027","Preoperative CT and survival data for patients undergoing resection of colorectal liver metastases."
"38881482","A Primer on Artificial Intelligence for Healthcare Administrators."
"38322813","Machine Learning to Predict the Need for Postmastectomy Radiotherapy after Immediate Breast Reconstruction."
"38324597","Predictive Algorithm for Surgery Recommendation in Thoracolumbar Burst Fractures Without Neurological Deficits."
"38325929","Evaluating the clinical utility of artificial intelligence assistance and its explanation on the glioma grading task."
"38326559","White matter diffusion estimates in obsessive-compulsive disorder across 1653 individuals: machine learning findings from the ENIGMA OCD Working Group."
"38330168","Mandibular Jaw Movement Automated Analysis for Oral Appliance Monitoring in Obstructive Sleep Apnea: A Prospective Cohort Study."
"38331204","Autonomous Artificial Intelligence vs Artificial Intelligence-Assisted Human Optical Diagnosis of Colorectal Polyps: A Randomized Controlled Trial."
"38331816","Prediction of emergency department revisits among child and youth mental health outpatients using deep learning techniques."
"38332374","Using brain structural neuroimaging measures to predict psychosis onset for individuals at clinical high-risk."
"38332528","Deep learning-based quantification and transcriptomic profiling reveal a methyl jasmonate-mediated glandular trichome formation pathway in Cannabis sativa."
"38340117","Continuous Atrial Fibrillation Monitoring From Photoplethysmography: Comparison Between Supervised Deep Learning and Heuristic Signal Processing."
"38340881","Whole-brain structural connectome asymmetry in autism."
"38341999","Exploring surgical infection prediction: A comparative study of established risk indexes and a novel model."
"38342041","Machine learning for prediction of concurrent endometrial carcinoma in patients diagnosed with endometrial intraepithelial neoplasia."
"38343230","Analysis of Validation Performance of a Machine Learning Classifier in Interstitial Lung Disease Cases Without Definite or Probable Usual Interstitial Pneumonia Pattern on CT Using Clinical and Pathology-Supported Diagnostic Labels."
"38349734","Adapting and Evaluating an AI-Based Chatbot Through Patient and Stakeholder Engagement to Provide Information for Different Health Conditions: Master Protocol for an Adaptive Platform Trial (the MARVIN Chatbots Study)."
"38351686","Construction and Application of a Traditional Chinese Medicine Syndrome Differentiation Model for Dysmenorrhea Based on Machine Learning."
"38352035","[Reporting guidelines for clinical trial reports for interventions involving artificial intelligence: the CONSORT-AI extensionDiretrizes para relatórios de ensaios clínicos com intervenções que utilizam inteligência artificial: a extensão CONSORT-AI]."
"38353022","Links between gut microbiome, metabolome, clinical variables and non-alcoholic fatty liver disease severity in bariatric patients."
"38355486","Characterizing the limitations of using diagnosis codes in the context of machine learning for healthcare."
"38356654","Using an innovative family-centered evidence toolkit to improve the livelihood of people with disabilities in Bamenda (Cameroon): a mixed-method study."
"38388497","Concordance of randomised controlled trials for artificial intelligence interventions with the CONSORT-AI reporting guidelines."
"38388500","Recent innovations in long-term care coverage and financing: a rapid scoping review."
"38914299","ChatGPT has Educational Potential: Assessing ChatGPT Responses to Common Patient Hip Arthroscopy Questions."
"38918900","Comparing artificial intelligence guided image assessment to current methods of burn assessment."
"38921945","Causal Forest Machine Learning Analysis of Parkinson's Disease in Resting-State Functional Magnetic Resonance Imaging."
"38924670","Making sense of artificial intelligence and large language models-including ChatGPT-in pediatric hematology/oncology."
"38926172","Validity of a fast automated 3d spine reconstruction measurements for biplanar radiographs: SOSORT 2024 award winner."
"38361633","A machine learning algorithm for peripheral artery disease prognosis using biomarker data."
"38362943","RADCURE: An open-source head and neck cancer CT dataset for clinical radiation therapy insights."
"38364600","SCANED: Siamese collateral assessment network for evaluation of collaterals from ischemic damage."
"38370787","Comparative Effectiveness of Second-line Antihyperglycemic Agents for Cardiovascular Outcomes: A Large-scale, Multinational, Federated Analysis of the LEGEND-T2DM Study."
"38370846","Structural brain abnormalities and aggressive behaviour in schizophrenia: Mega-analysis of data from 2095 patients and 2861 healthy controls via the ENIGMA consortium."
"38371495","Domain adaptation for EEG-based, cross-subject epileptic seizure prediction."
"38372303","A Framework for Implementing Disease Prevention and Behavior Change Evidence at Scale."
"38937550","A multi-center study on the adaptability of a shared foundation model for electronic health records."
"38372309","Implementation of a Clinical, Patient-Level Dashboard at a Mental Health Hospital: Lessons Learned from Two Pilot Clinics."
"38372317","Accelerating AI Innovation in Healthcare Through Mentorship."
"38373289","A deep learning-based framework (Co-ReTr) for auto-segmentation of non-small cell-lung cancer in computed tomography images."
"38374450","An omics-based machine learning approach to predict diabetes progression: a RHAPSODY study."
"38374829","Artificial Intelligence and Digital Divide in Physiotherapy Education."
"38377795","Decentralised, collaborative, and privacy-preserving machine learning for multi-hospital data."
"38382095","Machine learning enabled detection of COVID-19 pneumonia using exhaled breath analysis: a proof-of-concept study."
