"pid","countries","x","modalities","modalities2"
"37323348","[""Canada"", ""India""]","[""Text""], [""Text""]","[""Text""]","[""Text""]"
"37334615","[""Canada"", ""United States""]","[""verbatim responses""], [{""name"": ""Verbatim responses""}]","[""verbatim responses""]","[{""name"": ""Verbatim responses""}]"
"37339175","[""Canada"", ""Israel"", ""United States""]","[""Clinical"", ""Cardiovascular magnetic resonance imaging""], [""Cardiovascular Magnetic Resonance Imaging"", ""Electronic Health Record""]","[""Clinical"", ""Cardiovascular magnetic resonance imaging""]","[""Cardiovascular Magnetic Resonance Imaging"", ""Electronic Health Record""]"
"37339200","[""Canada"", ""France""]","[""EEG"", ""Polysomnography""], [""polysomnography"", ""stereoelectroencephalography""]","[""EEG"", ""Polysomnography""]","[""polysomnography"", ""stereoelectroencephalography""]"
"37343696","[""Canada"", ""China"", ""Germany"", ""Switzerland"", ""United Kingdom"", ""United States""]",NULL,"[""Proteomic Dynamics""]",NULL
"37344804","[""Canada"", ""Japan"", ""United States""]",NULL,NULL,"[""Endotoxin levels"", ""Clinical outcomes""]"
"37346816","[""Canada"", ""Kenya""]","[""Photoplethysmography""], [""photoplethysmography (PPG)""]","[""Photoplethysmography""]","[""photoplethysmography (PPG)""]"
"37350279","[""Canada"", ""United States""]","[""Image""], [""image""]","[""Image""]","[""image""]"
"37357974","[""Canada""]","[""Imaging""], [""Hippocampal volume"", ""SNIPE grading""]","[""Imaging""]","[""Hippocampal volume"", ""SNIPE grading""]"
"37358938","[""Canada"", ""Netherlands"", ""Saudi Arabia""]","[""T1w contrast-enhanced MRI""], [""MRI"", ""follow-up MRI""]","[""T1w contrast-enhanced MRI""]","[""MRI"", ""follow-up MRI""]"
"37377859","[""Canada"", ""China"", ""Czechia"", ""France"", ""Korea, Republic of""]","[""NCCT"", ""DWI"", ""FLAIR""], [""NCCT"", ""DWI"", ""FLAIR""]","[""NCCT"", ""DWI"", ""FLAIR""]","[""NCCT"", ""DWI"", ""FLAIR""]"
"37377903","[""Australia"", ""Canada"", ""United States""]",NULL,NULL,"[""Image"", ""Text""]"
"37380110","[""Canada"", ""United Kingdom""]","[""psychological"", ""non-psychological""], [""psychological scales"", ""socioeconomic"", ""environmental"", ""health"", ""lifestyle"", ""cognitive function"", ""personality""]","[""psychological"", ""non-psychological""]","[""psychological scales"", ""socioeconomic"", ""environmental"", ""health"", ""lifestyle"", ""cognitive function"", ""personality""]"
"37386246","[""Canada"", ""Georgia"", ""Netherlands"", ""United States""]","[""ECG""], [""ECG""]","[""ECG""]","[""ECG""]"
"37386964","[""Canada"", ""India"", ""Lebanon""]","[], [""self-rated health""]","[]","[""self-rated health""]"
"37389890","[""Canada"", ""Ireland"", ""Lebanon"", ""Saudi Arabia"", ""United States""]",NULL,"[""Medical"", ""Surgical""]",NULL
"37391321","[""Canada""]","[""computed tomography""], [""Computed tomography"", ""Digital reconstruction""]","[""computed tomography""]","[""Computed tomography"", ""Digital reconstruction""]"
"37397861","[""Canada"", ""Netherlands"", ""Poland"", ""United States""]","[""Medical""], [""Images"", ""Clinical Data""]","[""Medical""]","[""Images"", ""Clinical Data""]"
"37400574","[""Canada"", ""United States""]","[""Diffusion Tensor Imaging"", ""T1-Weighted Imaging""], [""diffusion tensor imaging"", ""T1-weighted imaging""]","[""Diffusion Tensor Imaging"", ""T1-Weighted Imaging""]","[""diffusion tensor imaging"", ""T1-weighted imaging""]"
"37400746","[""Canada""]","[""Inertial Measurement Unit (IMU)"", ""Optoelectronic system""], [""Inertial Measurement Unit (IMU)"", ""Optoelectronic System""]","[""Inertial Measurement Unit (IMU)"", ""Optoelectronic system""]","[""Inertial Measurement Unit (IMU)"", ""Optoelectronic System""]"
"37403567","[""Canada""]","[""Digital pathology images""], [""image"", ""text""]","[""Digital pathology images""]","[""image"", ""text""]"
"37410009","[""Canada"", ""Switzerland"", ""United States""]","[""computed tomographic angiography""], [""CT""]","[""computed tomographic angiography""]","[""CT""]"
"37414359","[""Australia"", ""Canada"", ""United Kingdom"", ""United States""]","[""text""], [""text""]","[""text""]","[""text""]"
"37414927","[""Australia"", ""Canada"", ""Pakistan"", ""United Kingdom"", ""United States""]","[""fMRI""], [""fMRI"", ""EEG""]","[""fMRI""]","[""fMRI"", ""EEG""]"
"37418109","[""Canada""]","[""Chest CT scans""], [""CT scans"", ""Image-based""]","[""Chest CT scans""]","[""CT scans"", ""Image-based""]"
"37419881","[""Canada"", ""United States""]","[""Neural"", ""Surface EMG""], [""EMG"", ""vision""]","[""Neural"", ""Surface EMG""]","[""EMG"", ""vision""]"
"37421974","[""Canada""]","[""CT Imaging""], [""CT imaging"", ""spirometry""]","[""CT Imaging""]","[""CT imaging"", ""spirometry""]"
"37422576","[""Canada"", ""France""]","[""CT scans""], [""CT scans""]","[""CT scans""]","[""CT scans""]"
"37428478","[""Canada""]",NULL,"[""General Internal Medicine"", ""Li Ka Shing Knowledge Institute"", ""St Michael's Hospital"", ""Unity Health Toronto""]",NULL
"37434131","[""Canada"", ""New Zealand""]",NULL,NULL,"[""Genomic"", ""Microbial""]"
"37441799","[""Canada""]","[""Virtual Reality""], [""text"", ""3D data""]","[""Virtual Reality""]","[""text"", ""3D data""]"
"37442671","[""Australia"", ""Canada"", ""France"", ""Israel"", ""United Kingdom"", ""United States""]","[""Lateral spine images""], [""Imaging""]","[""Lateral spine images""]","[""Imaging""]"
"37454499","[""Australia"", ""Canada""]","[""Demographic"", ""Clinical""], [""age"", ""sex"", ""reason for performing test"", ""medications"", ""blood pressure"", ""heart rate"", ""resting electrocardiogram""]","[""Demographic"", ""Clinical""]","[""age"", ""sex"", ""reason for performing test"", ""medications"", ""blood pressure"", ""heart rate"", ""resting electrocardiogram""]"
"37454952","[""Canada"", ""Lebanon"", ""Saudi Arabia""]","[""Medical""], [""Image"", ""Text""]","[""Medical""]","[""Image"", ""Text""]"
"37455354","[""Canada""]","[""EEG"", ""MRI""], [""EEG"", ""MRI""]","[""EEG"", ""MRI""]","[""EEG"", ""MRI""]"
"37463063","[""Canada""]","[""gene expression""], [""gene expression""]","[""gene expression""]","[""gene expression""]"
"37473589","[""Canada"", ""Iran""]","[""Positron Emission Tomography (PET)"", ""Computed Tomography (CT)""], [""PET"", ""CT""]","[""Positron Emission Tomography (PET)"", ""Computed Tomography (CT)""]","[""PET"", ""CT""]"
"37473656","[""Brazil"", ""Canada""]","[""growth measures""], [""Growth trajectories""]","[""growth measures""]","[""Growth trajectories""]"
"37488168","[""Canada"", ""Israel"", ""Romania"", ""United States""]",NULL,NULL,"[""Immunoglobulin genes""]"
"37494602","[""Canada"", ""France"", ""United Kingdom""]","[""Genetic"", ""Expression""], [{""count"": 1, ""modality"": ""text""}, {""count"": null, ""modality"": ""image""}]","[""Genetic"", ""Expression""]","[{""count"": 1, ""modality"": ""text""}, {""count"": null, ""modality"": ""image""}]"
"37501197","[""Belgium"", ""Canada""]","[""Computed Tomography""], [""medical imaging""]","[""Computed Tomography""]","[""medical imaging""]"
"37507558","[""Canada""]","[""Administrative data"", ""ICD10 codes""], [""Text""]","[""Administrative data"", ""ICD10 codes""]","[""Text""]"
"37507581","[""Canada"", ""France"", ""Lebanon"", ""United States""]","[""MRI"", ""Quantum""], [{""Modality Name"": ""CE-T1"", ""Modality Type"": ""MRI""}]","[""MRI"", ""Quantum""]","[{""Modality Name"": ""CE-T1"", ""Modality Type"": ""MRI""}]"
"37509214","[""Canada"", ""Greece"", ""Norway"", ""Sweden""]","[""SPECT/CT""], [""SPECT/CT""]","[""SPECT/CT""]","[""SPECT/CT""]"
"37516990","[""Canada"", ""Germany""]","[""Speech""], [""Speech""]","[""Speech""]","[""Speech""]"
"37517600","[""Canada"", ""United States""]","[""Magnetic Resonance Imaging"", ""Radiation Therapy""], [""magnetic resonance imaging"", ""radiation oncology""]","[""Magnetic Resonance Imaging"", ""Radiation Therapy""]","[""magnetic resonance imaging"", ""radiation oncology""]"
"37522430","[""Canada""]","[], [""Time-varying variables""]","[]","[""Time-varying variables""]"
"37535591","[""Canada""]","[""Fundus images""], [""Images""]","[""Fundus images""]","[""Images""]"
"37536152","[""Canada"", ""United Kingdom""]","[""electronic health records"", ""vital statistics data""], [""Electronic health records""]","[""electronic health records"", ""vital statistics data""]","[""Electronic health records""]"
"37537362","[""Canada"", ""Germany"", ""Greece"", ""Norway"", ""Sweden""]","[""CT scans"", ""Mass spectrometry imaging""], [""Imaging"", ""Mass Spectrometry""]","[""CT scans"", ""Mass spectrometry imaging""]","[""Imaging"", ""Mass Spectrometry""]"
"37542101","[""Canada""]","[""EEG""], [""EEG""]","[""EEG""]","[""EEG""]"
"37543994","[""Brazil"", ""Canada""]",NULL,"[""Medical""]",NULL
"37544983","[""Canada"", ""United States""]","[""Mammographic""], []","[""Mammographic""]","[]"
"37546315","[""Canada"", ""China""]","[""Wearable sensor-enabled 6-min walk test (6MWT)"", ""Comprehensive geriatric assessment (CGA)""], [""gait"", ""cognitive""]","[""Wearable sensor-enabled 6-min walk test (6MWT)"", ""Comprehensive geriatric assessment (CGA)""]","[""gait"", ""cognitive""]"
"37555143","[""Canada"", ""France""]","[""Diffusion MRI""], [""DWI"", ""T1-weighted""]","[""Diffusion MRI""]","[""DWI"", ""T1-weighted""]"
"37555156","[""Canada"", ""United States""]","[""T1-weighted"", ""T2-weighted fluid-attenuated inversion recovery""], [""MRI""]","[""T1-weighted"", ""T2-weighted fluid-attenuated inversion recovery""]","[""MRI""]"
"37555513","[""Canada""]","[""Electronic Medical Record Data""], [""electronic medical record"", ""COPD""]","[""Electronic Medical Record Data""]","[""electronic medical record"", ""COPD""]"
"37558674","[""Canada""]",NULL,NULL,NULL
"37564037","[""Brazil"", ""Canada""]","[""Clinical"", ""Demographic"", ""Genetic""], []","[""Clinical"", ""Demographic"", ""Genetic""]","[]"
"37568646","[""Canada"", ""France""]","[""CT scans""], [""CT scans"", ""Clinical variables""]","[""CT scans""]","[""CT scans"", ""Clinical variables""]"
"37572657","[""Canada"", ""Spain""]",NULL,NULL,"[""Medical"", ""Oncology""]"
"37573418","[""Australia"", ""Belgium"", ""Canada"", ""Germany""]","[""nervous system"", ""lumbar spinal tissue"", ""psychosocial factors""], [""nervous system"", ""lumbar spinal tissue"", ""psychosocial factors""]","[""nervous system"", ""lumbar spinal tissue"", ""psychosocial factors""]","[""nervous system"", ""lumbar spinal tissue"", ""psychosocial factors""]"
"37573646","[""Canada"", ""United States""]","[""T1-weighted"", ""R2*"", ""FLAIR""], [""T1-weighted"", ""R2*"", ""FLAIR""]","[""T1-weighted"", ""R2*"", ""FLAIR""]","[""T1-weighted"", ""R2*"", ""FLAIR""]"
"37574164","[""Canada""]",NULL,NULL,NULL
"37574600","[""Canada"", ""Italy"", ""United States""]","[""intrasnal""], [""Text"", ""Image""]","[""intrasnal""]","[""Text"", ""Image""]"
"37579523","[""Canada"", ""Iran""]","[""SPECT images"", ""DAT-SPECT images""], [""SPECT images""]","[""SPECT images"", ""DAT-SPECT images""]","[""SPECT images""]"
"37580407","[""Canada""]","[""clinical test scores"", ""cerebrospinal fluid biomarkers"", ""brain volumes"", ""genetic variants""], [""Clinical test scores"", ""Cerebrospinal fluid biomarkers"", ""Brain volumes"", ""Genetic variants""]","[""clinical test scores"", ""cerebrospinal fluid biomarkers"", ""brain volumes"", ""genetic variants""]","[""Clinical test scores"", ""Cerebrospinal fluid biomarkers"", ""Brain volumes"", ""Genetic variants""]"
"37580751","[""Canada"", ""United States""]","[""arm motor function""], [""Visual data""]","[""arm motor function""]","[""Visual data""]"
"37582731","[""Canada"", ""United States""]","[""Histologic"", ""Imaging""], [""Hematoxylin and eosin (HE)-stained normal breast biopsy specimens""]","[""Histologic"", ""Imaging""]","[""Hematoxylin and eosin (HE)-stained normal breast biopsy specimens""]"
"37584559","[""Canada""]","[""Text""], [""text""]","[""Text""]","[""text""]"
"37591010","[""Canada""]",NULL,"[""Administrative health data""]",NULL
"37594523","[""Canada"", ""Germany""]","[""MRI"", ""CT""], [""MRI""]","[""MRI"", ""CT""]","[""MRI""]"
"37594786","[""Canada""]","[""Ultrasonography"", ""Diuretic renogram""], [""Ultrasonography"", ""Diuretic renogram""]","[""Ultrasonography"", ""Diuretic renogram""]","[""Ultrasonography"", ""Diuretic renogram""]"
"37595684","[""Australia"", ""Brazil"", ""Canada"", ""Italy"", ""Japan"", ""Poland"", ""United Kingdom"", ""United States""]","[""Imaging""], {""0"": null, ""1"": null}","[""Imaging""]","{""0"": null, ""1"": null}"
"37607340","[""Canada"", ""France""]","[""Plasma""], [""microRNA""]","[""Plasma""]","[""microRNA""]"
"37607796","[""Canada""]",NULL,"[""Administrative health data""]",NULL
"37608469","[""Canada"", ""China""]",NULL,NULL,"[""Serum Metabolites""]"
"37612309","[""Canada"", ""Germany"", ""Iran"", ""United States""]","[""Image"", ""Photograph""], [""Image""]","[""Image"", ""Photograph""]","[""Image""]"
"37612646","[""Canada"", ""China""]",NULL,NULL,"[""Vital signs, physical examination""]"
"37614303","[""Canada""]","[""blood mononuclear cell"", ""RNA-Seq""], [""text""]","[""blood mononuclear cell"", ""RNA-Seq""]","[""text""]"
"37615058","[""Canada"", ""Denmark"", ""Sweden""]","[""video""], [""Video"", ""Motion Tracking""]","[""video""]","[""Video"", ""Motion Tracking""]"
"37616228","[""Canada"", ""United States""]",NULL,NULL,"[""Text"", ""NlmCategory""]"
"37616243","[""Canada"", ""Norway""]","[""Magnetic Resonance Imaging""], [""FLAIR-weighted"", ""3D FLAIR-weighted""]","[""Magnetic Resonance Imaging""]","[""FLAIR-weighted"", ""3D FLAIR-weighted""]"
"37625418","[""Canada""]","[""Magnetic Resonance Imaging (MRI)"", ""Positron Emission Tomography (PET)""], [""Magnetic Resonance Imaging (MRI)"", ""Positron Emission Tomography (PET)""]","[""Magnetic Resonance Imaging (MRI)"", ""Positron Emission Tomography (PET)""]","[""Magnetic Resonance Imaging (MRI)"", ""Positron Emission Tomography (PET)""]"
"37629214","[""Canada""]",NULL,NULL,"[""text""]"
"37635181","[""Canada"", ""Sweden"", ""United Kingdom""]","[""NIRS"", ""ICP""], [""intracranial pressure"", ""rSO2-based""]","[""NIRS"", ""ICP""]","[""intracranial pressure"", ""rSO2-based""]"
"37639641","[""Canada""]","[""computed tomography imaging""], [""Image"", ""Geometry""]","[""computed tomography imaging""]","[""Image"", ""Geometry""]"
"37641619","[""Canada"", ""Germany"", ""Spain"", ""Switzerland""]","[""Registry Data"", ""Machine Learning Methods""], [""annualized relapse rates"", ""time to first relapse""]","[""Registry Data"", ""Machine Learning Methods""]","[""annualized relapse rates"", ""time to first relapse""]"
"37644372","[""Canada"", ""Iran""]","[""Vaginal""], [""qPCR assay"", ""Microbiological Data""]","[""Vaginal""]","[""qPCR assay"", ""Microbiological Data""]"
"37651262","[""Canada"", ""Netherlands"", ""Spain"", ""United Kingdom""]",NULL,"[""Intensive Care Unit""]",NULL
"37658409","[""Canada""]",NULL,"[""Administrative data"", ""Electronic medical records (EMR) free text data""]",NULL
"37658890","[""Canada"", ""Israel""]","[""MRI"", ""Ultrasound""], [""MRI"", ""Ultrasound""]","[""MRI"", ""Ultrasound""]","[""MRI"", ""Ultrasound""]"
"37658963","[""Canada""]","[""Clinical Notes""], [""Text""]","[""Clinical Notes""]","[""Text""]"
"37659911","[""Canada"", ""Netherlands""]","[""Raw dataset""], [""feed intake"", ""growth"", ""environmental impact""]","[""Raw dataset""]","[""feed intake"", ""growth"", ""environmental impact""]"
"37661875","[""Canada""]","[""Image"", ""Audio""], [""Image"", ""Audio""]","[""Image"", ""Audio""]","[""Image"", ""Audio""]"
"37662586","[""Canada""]","[""Computed Tomography"", ""Electrocardiogram""], [""electrocardiogram-gated multiphase computed tomography"", ""intra-luminal thrombus thickness""]","[""Computed Tomography"", ""Electrocardiogram""]","[""electrocardiogram-gated multiphase computed tomography"", ""intra-luminal thrombus thickness""]"
"37666072","[""Canada"", ""Switzerland""]","[""MRI""], [""MRI""]","[""MRI""]","[""MRI""]"
"37670733","[""Canada""]",NULL,"[""Healthcare records"", ""Unsupervised learning""]",NULL
"37675000","[""Canada""]","[""digital pathology images""], [""Image"", ""Pathology""]","[""digital pathology images""]","[""Image"", ""Pathology""]"
"37706067","[""Canada""]","[""Raman Spectra""], [""Raman spectroscopy""]","[""Raman Spectra""]","[""Raman spectroscopy""]"
"37710397","[""Canada""]",NULL,NULL,"[""Surgical"", ""Vascular""]"
"37711756","[""Canada"", ""United States""]","[""Speech""], [""speech""]","[""Speech""]","[""speech""]"
"37717070","[""Canada"", ""Iran""]","[""blood samples""], [""RNA expression data""]","[""blood samples""]","[""RNA expression data""]"
"37718151","[""Canada""]","[""Radiation Therapy""], [{""data_type"": ""time"", ""modality_name"": ""radiation therapy""}]","[""Radiation Therapy""]","[{""data_type"": ""time"", ""modality_name"": ""radiation therapy""}]"
"37720416","[""Canada"", ""Pakistan""]","[""Computed Tomography (CT) scans""], [""Computed Tomography (CT) scans""]","[""Computed Tomography (CT) scans""]","[""Computed Tomography (CT) scans""]"
"37730717","[""Canada"", ""India"", ""Saudi Arabia""]","[""Thermal images""], [""Image"", ""Thermal""]","[""Thermal images""]","[""Image"", ""Thermal""]"
"37730990","[""Canada"", ""Georgia"", ""United States""]",NULL,NULL,NULL
"37737132","[""Canada""]","[""Magnetic Resonance Imaging (MRI)"", ""Computed Tomography (CT) Scan""], [{""modality"": ""CT""}, {""modality"": ""MRI""}]","[""Magnetic Resonance Imaging (MRI)"", ""Computed Tomography (CT) Scan""]","[{""modality"": ""CT""}, {""modality"": ""MRI""}]"
"37737222","[""Belgium"", ""Canada"", ""France""]","[""Cardiac"", ""Respiratory""], [""heart rate variability"", ""respiration rate variability""]","[""Cardiac"", ""Respiratory""]","[""heart rate variability"", ""respiration rate variability""]"
"37741065","[""Canada""]","[""Intracranial recordings""], [""EEG"", ""MRI""]","[""Intracranial recordings""]","[""EEG"", ""MRI""]"
"37745558","[""Canada"", ""Netherlands"", ""United States""]","[""Face""], [""radiology"", ""oncology""]","[""Face""]","[""radiology"", ""oncology""]"
"37745926","[""Canada"", ""United Kingdom""]","[""Semi-structured individual interviews"", ""Focus groups""], [""Robot technology"", ""Photographing/videotaping""]","[""Semi-structured individual interviews"", ""Focus groups""]","[""Robot technology"", ""Photographing/videotaping""]"
"37746786","[""Canada""]","[""Radiographs""], [""X-ray""]","[""Radiographs""]","[""X-ray""]"
"37751102","[""Canada"", ""Iran""]","[""MRI""], [""Magnetic Resonance Imaging (MRI)""]","[""MRI""]","[""Magnetic Resonance Imaging (MRI)""]"
"37761350","[""Canada"", ""France""]","[""Invasive mechanical ventilation""], [""Mechanical Invasive Ventilation""]","[""Invasive mechanical ventilation""]","[""Mechanical Invasive Ventilation""]"
"37761908","[""Canada"", ""United States""]","[""Text"", ""Clinical data""], [""text"", ""no multimodal""]","[""Text"", ""Clinical data""]","[""text"", ""no multimodal""]"
"37769635","[""Canada""]",NULL,NULL,"[""Machine Learning"", ""Algorithms""]"
"37770008","[""Canada""]",NULL,"[""Text""]",NULL
"37772080","[""Australia"", ""Canada"", ""Korea, Republic of""]","[""Genomic""], [{""count"": 1, ""modalities"": [""genomic"", ""clinical""]}]","[""Genomic""]","[{""count"": 1, ""modalities"": [""genomic"", ""clinical""]}]"
"37774678","[""Canada"", ""United States""]",NULL,NULL,"[""transcriptomics"", ""epigenomics""]"
"37776331","[""Canada"", ""Korea, Republic of"", ""Saudi Arabia""]","[""Computed Tomography (CT)"", ""Image""], [""kidney stone"", ""uric acid stones""]","[""Computed Tomography (CT)"", ""Image""]","[""kidney stone"", ""uric acid stones""]"
"37778424","[""Canada""]","[""Optical"", ""Infrared""], [""Optical"", ""Infrared""]","[""Optical"", ""Infrared""]","[""Optical"", ""Infrared""]"
"37778881","[""Canada""]","[""Text""], [""Occupational Science and Occupational Therapy"", ""Plastic and Reconstructive Surgery""]","[""Text""]","[""Occupational Science and Occupational Therapy"", ""Plastic and Reconstructive Surgery""]"
"37787286","[""Canada"", ""Denmark"", ""Iran""]","[""Auditory Brain Stem Responses"", ""Computed Tomography""], [{""Modality"": ""Computed Tomography""}]","[""Auditory Brain Stem Responses"", ""Computed Tomography""]","[{""Modality"": ""Computed Tomography""}]"
"37787678","[""Canada""]","[""Radiology"", ""Pathology""], [""text"", ""image""]","[""Radiology"", ""Pathology""]","[""text"", ""image""]"
"37789055","[""Canada""]","[""Oropharyngeal samples"", ""spirometry""], [""Oropharyngeal microbiome""]","[""Oropharyngeal samples"", ""spirometry""]","[""Oropharyngeal microbiome""]"
"37789357","[""Canada""]",NULL,"[]",NULL
"37798700","[""Canada""]","[""Electronic medical records""], [""Text"", ""Code""]","[""Electronic medical records""]","[""Text"", ""Code""]"
"37804197","[""Canada"", ""Ireland"", ""Lebanon"", ""Saudi Arabia"", ""United States""]","[""Preoperative demographic/clinical variables""], [""Text""]","[""Preoperative demographic/clinical variables""]","[""Text""]"
"37805012","[""Canada""]","[""X-ray"", ""DXA""], [""x-ray""]","[""X-ray"", ""DXA""]","[""x-ray""]"
"37807084","[""Australia"", ""Canada"", ""China"", ""Japan"", ""Netherlands"", ""Switzerland"", ""United Kingdom""]","[""MRI""], [{""Modality"": ""Imaging""}, {""Modality"": ""Questionnaires""}]","[""MRI""]","[{""Modality"": ""Imaging""}, {""Modality"": ""Questionnaires""}]"
"37809738","[""Canada"", ""United States""]","[""CT angiography""], [""CT angiography""]","[""CT angiography""]","[""CT angiography""]"
"37812784","[""Canada"", ""United States""]","[""Continuous glucose monitoring"", ""Physical activity data""], [""Continuous glucose monitoring"", ""Physical activity data""]","[""Continuous glucose monitoring"", ""Physical activity data""]","[""Continuous glucose monitoring"", ""Physical activity data""]"
"37813086","[""Canada""]","[""Imaging""], Imaging","[""Imaging""]","Imaging"
"37813920","[""Canada""]","[""Clinical"", ""Biochemical""], [""Clinical data"", ""Biochemical data""]","[""Clinical"", ""Biochemical""]","[""Clinical data"", ""Biochemical data""]"
"37814311","[""Australia"", ""Canada""]","[""sCr"", ""serum creatinine""], [""Serum creatinine (sCr)""]","[""sCr"", ""serum creatinine""]","[""Serum creatinine (sCr)""]"
"37819748","[""Canada"", ""France""]","[""Facial""], Facial metrics","[""Facial""]","Facial metrics"
"37819878","[""Canada""]","[""Video""], [""video""]","[""Video""]","[""video""]"
"37819932","[""Brazil"", ""Canada""]","[""EMG"", ""EEG""], [""EMG"", ""EEG""]","[""EMG"", ""EEG""]","[""EMG"", ""EEG""]"
"37820417","[""Canada"", ""China"", ""United States""]","[""MR images""], [""images""]","[""MR images""]","[""images""]"
"37821970","[""Canada""]","[""Proprioceptive"", ""Visual feedback""], [{""Type"": ""Proprioceptive Feedback"", ""Visual Feedback"": null}, {""Type"": ""Rapid Feedback Processing"", ""Related to Stroke"": null}]","[""Proprioceptive"", ""Visual feedback""]","[{""Type"": ""Proprioceptive Feedback"", ""Visual Feedback"": null}, {""Type"": ""Rapid Feedback Processing"", ""Related to Stroke"": null}]"
"37823574","[""Canada"", ""India""]","[""Salivary"", ""Blood""], [""blood"", ""saliva""]","[""Salivary"", ""Blood""]","[""blood"", ""saliva""]"
"37823606","[""Australia"", ""Canada"", ""Ethiopia"", ""France"", ""United States""]","[""DXA""], [""Image"", ""Text""]","[""DXA""]","[""Image"", ""Text""]"
"37828064","[""Canada"", ""United States""]","[""Neuroimaging""], [""fMRI""]","[""Neuroimaging""]","[""fMRI""]"
"37832707","[""Canada""]","[""Functional magnetic resonance imaging (fMRI)""], [""fMRI""]","[""Functional magnetic resonance imaging (fMRI)""]","[""fMRI""]"
"37835496","[""Canada""]","[""Gene expression levels""], [""gene expression levels""]","[""Gene expression levels""]","[""gene expression levels""]"
"37839909","[""Canada"", ""Israel"", ""Japan"", ""Turkey"", ""United States""]",NULL,NULL,"[""Text"", ""Multimedia""]"
"37847731","[""Canada"", ""Italy"", ""United States""]","[""video"", ""face""], [""Video"", ""Image""]","[""video"", ""face""]","[""Video"", ""Image""]"
"37848633","[""Canada""]","[""miRNA"", ""clinical parameters""], [""miRNA"", ""clinical features""]","[""miRNA"", ""clinical parameters""]","[""miRNA"", ""clinical features""]"
"37849805","[""Canada""]","[""Ultrasound""], [""Ultrasound""]","[""Ultrasound""]","[""Ultrasound""]"
"37855075","[""Canada"", ""Germany""]","[""Functional Magnetic Resonance Imaging""], [""functional magnetic resonance imaging""]","[""Functional Magnetic Resonance Imaging""]","[""functional magnetic resonance imaging""]"
"37856226","[""Canada"", ""United States""]","[""intravenous systemic therapy"", ""laboratory tests""], [""Patient-Reported Symptoms"", ""Laboratory Values""]","[""intravenous systemic therapy"", ""laboratory tests""]","[""Patient-Reported Symptoms"", ""Laboratory Values""]"
"37856414","[""Canada"", ""United States""]",NULL,NULL,"[""Text"", ""Image""]"
"37858907","[""Australia"", ""Canada"", ""China"", ""Czechia"", ""France"", ""Germany"", ""Israel"", ""Netherlands"", ""United States""]","[""MRI"", ""EEG"", ""Behavioral""], [""Questionnaire"", ""Survey Data""]","[""MRI"", ""EEG"", ""Behavioral""]","[""Questionnaire"", ""Survey Data""]"
"37861272","[""Canada""]",NULL,"[""Blood inventory"", ""recipient demographics"", ""laboratory test results""]",NULL
"37864248","[""Canada"", ""Iran""]","[""Medical""], [""prescriptions"", ""diabetes drugs""]","[""Medical""]","[""prescriptions"", ""diabetes drugs""]"
"37872467","[""Argentina"", ""Australia"", ""Brazil"", ""Canada"", ""Italy"", ""Mexico"", ""Nigeria"", ""United States""]","[""Echocardiographic""], [""echocardiography""]","[""Echocardiographic""]","[""echocardiography""]"
"37872889","[""Canada""]","[""Headache"", ""Medical Imaging""], [null, null, null, null, null, null, null, ""Medical Imaging"", ""Medical Imaging"", null]","[""Headache"", ""Medical Imaging""]","[null, null, null, null, null, null, null, ""Medical Imaging"", ""Medical Imaging"", null]"
"37877849","[""Canada""]","[""Hospital Records"", ""Outpatient Records""], [{""Modality"": ""Text""}]","[""Hospital Records"", ""Outpatient Records""]","[{""Modality"": ""Text""}]"
"37884442","[""Canada""]","[""Electronic health records""], [""Minimally Invasive Approach"", ""Open Approach""]","[""Electronic health records""]","[""Minimally Invasive Approach"", ""Open Approach""]"
"37888789","[""Canada""]","[""Ultrasound""], [""Medical Imaging"", ""Oncology""]","[""Ultrasound""]","[""Medical Imaging"", ""Oncology""]"
"37889992","[""Canada"", ""United States""]","[""myocardial perfusion"", ""coronary calcium""], [{""Modality"": ""Imaging""}]","[""myocardial perfusion"", ""coronary calcium""]","[{""Modality"": ""Imaging""}]"
"37890487","[""Austria"", ""Canada"", ""United States""]","[""proteome"", ""metabolome"", ""cytokines""], [""Cytokines"", ""Proteome"", ""Metabolome""]","[""proteome"", ""metabolome"", ""cytokines""]","[""Cytokines"", ""Proteome"", ""Metabolome""]"
"37890570","[""Canada""]","[""Electronic medical records""], [""text""]","[""Electronic medical records""]","[""text""]"
"37891565","[""Canada"", ""China"", ""Hong Kong""]",NULL,NULL,"[""HbA1c"", ""Cardiovascular Outcomes""]"
"37894979","[""Canada"", ""Slovakia""]","[""Liquid chromatography-mass spectrometry""], [""serum metabolites""]","[""Liquid chromatography-mass spectrometry""]","[""serum metabolites""]"
"37897548","[""Canada"", ""United Kingdom"", ""United States""]","[""Clinical"", ""Imaging"", ""Neuropathology""], [""Imaging"", ""Neuropathology""]","[""Clinical"", ""Imaging"", ""Neuropathology""]","[""Imaging"", ""Neuropathology""]"
"37898711","[""Canada"", ""United States""]","[""Ultrasound""], [""ultrasound"", ""echocardiogram""]","[""Ultrasound""]","[""ultrasound"", ""echocardiogram""]"
